trip_id,member_id,dest_country,dest_city,dest_district,acceptance_density,cash_intensity,price_level,dest_currency,fx_lcu_per_usd,start_date,end_date,nights,trip_type
T001582,M03043,Thailand,Bangkok,Sukhumvit,0.68,0.4571,0.5074,THB,32.882809,2024-10-30,2024-11-01,2,business
T001583,M00165,Japan,Tokyo,Shibuya,0.94,0.1166,1.0724,JPY,149.657927,2024-11-25,2024-12-02,7,business
T001584,M02790,Japan,Tokyo,Shibuya,0.94,0.1166,1.0724,JPY,149.657927,2024-06-30,2024-07-09,9,leisure
T001585,M02867,Malaysia,Kuala Lumpur,Bukit Bintang,0.61,0.4729,0.5228,MYR,4.284424,2025-01-20,2025-01-25,5,leisure
T001586,M04733,Thailand,Chiang Mai,Old City,0.31,0.4571,0.5074,THB,32.882809,2025-02-27,2025-03-07,8,leisure
T001587,M03757,Thailand,Bangkok,Khao San,0.22,0.4571,0.5074,THB,32.882809,2025-01-18,2025-01-20,2,business
T001588,M02432,Malaysia,Penang,George Town,0.33,0.4729,0.5228,MYR,4.284424,2025-05-17,2025-05-22,5,business
T001589,M03433,Indonesia,Yogyakarta,Malioboro,0.19,0.8005,0.4736,IDR,16477.86518,2024-06-07,2024-06-09,2,leisure
T001590,M01422,Malaysia,Penang,George Town,0.33,0.4729,0.5228,MYR,4.284424,2024-04-07,2024-04-14,7,leisure
T001591,M02415,France,Paris,Montmartre,0.41,0.04,1.2658,EUR,0.884969,2024-05-01,2024-05-15,14,leisure
T001592,M03632,Japan,Osaka,Namba,0.72,0.1166,1.0724,JPY,149.657927,2024-06-13,2024-06-24,11,leisure
T001593,M00682,Italy,Rome,Centro Storico,0.52,0.0708,1.14,EUR,0.884969,2024-03-29,2024-04-10,12,business
T001594,M00241,Australia,Sydney,CBD,0.92,0.04,1.4968,AUD,1.551998,2024-07-18,2024-07-23,5,business
T001595,M00151,Thailand,Bangkok,Sukhumvit,0.68,0.4571,0.5074,THB,32.882809,2024-01-13,2024-01-24,11,leisure
T001596,M01186,Indonesia,Jakarta,SCBD,0.44,0.8005,0.4736,IDR,16477.86518,2024-12-15,2024-12-27,12,business
T001597,M03217,Italy,Florence,Duomo,0.38,0.0708,1.14,EUR,0.884969,2025-06-13,2025-06-24,11,business
T001598,M02059,Indonesia,Yogyakarta,Malioboro,0.19,0.8005,0.4736,IDR,16477.86518,2024-12-27,2024-12-31,4,business
T001599,M00781,France,Paris,Montmartre,0.41,0.04,1.2658,EUR,0.884969,2024-12-24,2024-12-26,2,leisure
T001600,M02790,Thailand,Bangkok,Sukhumvit,0.68,0.4571,0.5074,THB,32.882809,2024-09-04,2024-09-16,12,leisure
T001601,M02038,Indonesia,Jakarta,SCBD,0.44,0.8005,0.4736,IDR,16477.86518,2024-05-15,2024-05-19,4,business
T001602,M01128,France,Paris,Le Marais,0.74,0.04,1.2658,EUR,0.884969,2024-03-13,2024-03-23,10,business
T001603,M02341,South Korea,Seoul,Gangnam,0.93,0.04,0.9487,KRW,1422.440833,2024-06-06,2024-06-18,12,business
T001604,M03293,Japan,Tokyo,Shibuya,0.94,0.1166,1.0724,JPY,149.657927,2024-11-19,2024-12-02,13,leisure
T001605,M01284,Vietnam,Ho Chi Minh City,District 1,0.38,0.316,0.463,VND,24164.885833,2024-05-05,2024-05-15,10,leisure
T001606,M04224,Malaysia,Kuala Lumpur,KLCC,0.77,0.4729,0.5228,MYR,4.284424,2025-04-13,2025-04-22,9,business
T001607,M01365,Japan,Kyoto,Gion,0.48,0.1166,1.0724,JPY,149.657927,2024-05-22,2024-05-31,9,leisure
T001608,M00967,Hong Kong,Hong Kong,Central,0.95,0.14,1.1713,HKD,7.797083,2025-06-04,2025-06-13,9,business
T001609,M03693,Japan,Tokyo,Ginza,0.91,0.1166,1.0724,JPY,149.657927,2024-03-10,2024-03-21,11,leisure
T001610,M01294,Thailand,Bangkok,Sukhumvit,0.68,0.4571,0.5074,THB,32.882809,2024-01-25,2024-02-05,11,leisure
T001611,M02828,Thailand,Bangkok,Sukhumvit,0.68,0.4571,0.5074,THB,32.882809,2024-12-01,2024-12-14,13,leisure
T001612,M01408,Japan,Kyoto,Gion,0.48,0.1166,1.0724,JPY,149.657927,2024-12-10,2024-12-20,10,leisure
T001613,M02928,Indonesia,Yogyakarta,Malioboro,0.19,0.8005,0.4736,IDR,16477.86518,2024-09-02,2024-09-14,12,leisure
T001614,M01107,Hong Kong,Hong Kong,Central,0.95,0.14,1.1713,HKD,7.797083,2024-11-03,2024-11-10,7,business
T001615,M01300,France,Paris,Montmartre,0.41,0.04,1.2658,EUR,0.884969,2024-11-23,2024-12-02,9,leisure
T001616,M01713,Malaysia,Kuala Lumpur,Bukit Bintang,0.61,0.4729,0.5228,MYR,4.284424,2024-08-25,2024-09-04,10,leisure
T001617,M03369,Thailand,Chiang Mai,Old City,0.31,0.4571,0.5074,THB,32.882809,2024-05-25,2024-06-02,8,leisure
T001618,M02404,Australia,Sydney,CBD,0.92,0.04,1.4968,AUD,1.551998,2024-05-23,2024-06-06,14,business
T001619,M01963,Indonesia,Yogyakarta,Malioboro,0.19,0.8005,0.4736,IDR,16477.86518,2025-06-19,2025-07-02,13,leisure
T001620,M00153,Italy,Florence,Duomo,0.38,0.0708,1.14,EUR,0.884969,2024-12-29,2025-01-03,5,leisure
T001621,M02252,Vietnam,Da Nang,Han River,0.21,0.316,0.463,VND,24164.885833,2024-02-28,2024-03-11,12,business
T001622,M03520,Vietnam,Ho Chi Minh City,District 1,0.38,0.316,0.463,VND,24164.885833,2025-05-29,2025-06-03,5,business
T001623,M01570,Japan,Osaka,Namba,0.72,0.1166,1.0724,JPY,149.657927,2024-12-10,2024-12-19,9,business
T001624,M03949,Indonesia,Jakarta,SCBD,0.44,0.8005,0.4736,IDR,16477.86518,2024-12-16,2024-12-29,13,leisure
T001625,M00747,Hong Kong,Hong Kong,Central,0.95,0.14,1.1713,HKD,7.797083,2024-08-29,2024-09-07,9,leisure
T001626,M01884,Australia,Sydney,CBD,0.92,0.04,1.4968,AUD,1.551998,2025-01-14,2025-01-17,3,leisure
T001627,M01512,South Korea,Seoul,Myeongdong,0.81,0.04,0.9487,KRW,1422.440833,2024-12-02,2024-12-15,13,leisure
T001628,M01391,Thailand,Phuket,Patong,0.4,0.4571,0.5074,THB,32.882809,2024-03-26,2024-04-05,10,business
T001629,M04291,Malaysia,Penang,George Town,0.33,0.4729,0.5228,MYR,4.284424,2025-05-16,2025-05-24,8,business
T001630,M02904,Japan,Tokyo,Ginza,0.91,0.1166,1.0724,JPY,149.657927,2024-05-04,2024-05-17,13,leisure
T001631,M04673,Hong Kong,Hong Kong,Mong Kok,0.7,0.14,1.1713,HKD,7.797083,2024-07-02,2024-07-16,14,business
T001632,M03036,South Korea,Seoul,Gangnam,0.93,0.04,0.9487,KRW,1422.440833,2024-04-09,2024-04-16,7,leisure
T001633,M03537,Australia,Sydney,CBD,0.92,0.04,1.4968,AUD,1.551998,2025-02-24,2025-03-06,10,leisure
T001634,M03405,Vietnam,Da Nang,Han River,0.21,0.316,0.463,VND,24164.885833,2025-04-30,2025-05-08,8,leisure
T001635,M03833,Vietnam,Da Nang,Han River,0.21,0.316,0.463,VND,24164.885833,2024-03-23,2024-04-06,14,leisure
T001636,M00339,Vietnam,Da Nang,Han River,0.21,0.316,0.463,VND,24164.885833,2025-06-22,2025-07-06,14,business
T001637,M03873,Indonesia,Yogyakarta,Malioboro,0.19,0.8005,0.4736,IDR,16477.86518,2024-05-04,2024-05-08,4,leisure
T001638,M02679,Thailand,Bangkok,Sukhumvit,0.68,0.4571,0.5074,THB,32.882809,2024-07-22,2024-08-05,14,business
T001639,M02033,Vietnam,Hanoi,Old Quarter,0.16,0.316,0.463,VND,24164.885833,2024-10-29,2024-11-12,14,business
T001640,M02941,South Korea,Seoul,Myeongdong,0.81,0.04,0.9487,KRW,1422.440833,2025-05-31,2025-06-14,14,leisure
T001641,M02219,Vietnam,Hanoi,Old Quarter,0.16,0.316,0.463,VND,24164.885833,2024-04-16,2024-04-29,13,leisure
T001642,M00855,Indonesia,Yogyakarta,Malioboro,0.19,0.8005,0.4736,IDR,16477.86518,2025-06-12,2025-06-19,7,leisure
T001643,M02693,France,Paris,Montmartre,0.41,0.04,1.2658,EUR,0.884969,2025-04-11,2025-04-25,14,business
T001644,M04151,Australia,Melbourne,Laneways,0.88,0.04,1.4968,AUD,1.551998,2024-05-11,2024-05-24,13,leisure
T001645,M03972,Hong Kong,Hong Kong,Central,0.95,0.14,1.1713,HKD,7.797083,2025-01-19,2025-01-24,5,leisure
T001646,M03914,Thailand,Bangkok,Khao San,0.22,0.4571,0.5074,THB,32.882809,2024-12-27,2025-01-02,6,leisure
T001647,M04831,Vietnam,Hanoi,Ba Dinh,0.29,0.316,0.463,VND,24164.885833,2025-01-28,2025-01-30,2,leisure
T001648,M03859,Thailand,Chiang Mai,Old City,0.31,0.4571,0.5074,THB,32.882809,2025-02-15,2025-02-18,3,business
T001649,M03812,Vietnam,Da Nang,Han River,0.21,0.316,0.463,VND,24164.885833,2024-06-25,2024-07-02,7,leisure
T001650,M03779,Thailand,Bangkok,Sukhumvit,0.68,0.4571,0.5074,THB,32.882809,2025-02-22,2025-03-07,13,business
T001651,M00032,Hong Kong,Hong Kong,Central,0.95,0.14,1.1713,HKD,7.797083,2025-06-10,2025-06-21,11,leisure
T001652,M02054,Vietnam,Hanoi,Ba Dinh,0.29,0.316,0.463,VND,24164.885833,2024-08-31,2024-09-09,9,leisure
T001653,M01690,Indonesia,Jakarta,SCBD,0.44,0.8005,0.4736,IDR,16477.86518,2025-04-26,2025-05-09,13,leisure
T001654,M03162,Singapore,Singapore,Chinatown,0.78,0.0896,1.0,SGD,1.30745,2024-06-27,2024-07-08,11,leisure
T001655,M02823,Singapore,Singapore,Chinatown,0.78,0.0896,1.0,SGD,1.30745,2024-01-16,2024-01-23,7,leisure
T001656,M02372,South Korea,Seoul,Gangnam,0.93,0.04,0.9487,KRW,1422.440833,2024-08-24,2024-08-28,4,business
T001657,M03474,Thailand,Bangkok,Sukhumvit,0.68,0.4571,0.5074,THB,32.882809,2024-07-25,2024-07-27,2,leisure
T001658,M03082,Thailand,Chiang Mai,Old City,0.31,0.4571,0.5074,THB,32.882809,2025-04-25,2025-05-03,8,leisure
T001659,M01133,Thailand,Bangkok,Sukhumvit,0.68,0.4571,0.5074,THB,32.882809,2025-06-03,2025-06-12,9,business
T001660,M01481,Japan,Tokyo,Shibuya,0.94,0.1166,1.0724,JPY,149.657927,2024-01-17,2024-01-28,11,leisure
T001661,M04011,Indonesia,Bali,Ubud,0.14,0.8005,0.4736,IDR,16477.86518,2024-01-23,2024-02-06,14,leisure
T001662,M01809,Malaysia,Kuala Lumpur,KLCC,0.77,0.4729,0.5228,MYR,4.284424,2024-07-11,2024-07-22,11,business
T001663,M03853,South Korea,Seoul,Gangnam,0.93,0.04,0.9487,KRW,1422.440833,2024-04-17,2024-04-21,4,leisure
T001664,M04447,Italy,Rome,Centro Storico,0.52,0.0708,1.14,EUR,0.884969,2024-06-30,2024-07-10,10,leisure
T001665,M00570,Thailand,Chiang Mai,Old City,0.31,0.4571,0.5074,THB,32.882809,2025-06-22,2025-07-05,13,leisure
T001666,M03720,Japan,Tokyo,Shibuya,0.94,0.1166,1.0724,JPY,149.657927,2024-07-13,2024-07-17,4,leisure
T001667,M01625,Japan,Tokyo,Shibuya,0.94,0.1166,1.0724,JPY,149.657927,2025-03-01,2025-03-05,4,leisure
T001668,M02025,Thailand,Chiang Mai,Old City,0.31,0.4571,0.5074,THB,32.882809,2025-03-18,2025-03-29,11,leisure
T001669,M03110,South Korea,Seoul,Gangnam,0.93,0.04,0.9487,KRW,1422.440833,2024-06-23,2024-06-28,5,business
T001670,M01561,Hong Kong,Hong Kong,Mong Kok,0.7,0.14,1.1713,HKD,7.797083,2025-05-05,2025-05-12,7,leisure
T001671,M01594,Hong Kong,Hong Kong,Central,0.95,0.14,1.1713,HKD,7.797083,2024-10-09,2024-10-11,2,business
T001672,M04968,Hong Kong,Hong Kong,Central,0.95,0.14,1.1713,HKD,7.797083,2025-02-14,2025-02-25,11,business
T001673,M04498,Singapore,Singapore,Orchard,0.96,0.0896,1.0,SGD,1.30745,2024-08-28,2024-09-04,7,leisure
T001674,M00297,Thailand,Phuket,Patong,0.4,0.4571,0.5074,THB,32.882809,2024-06-26,2024-07-04,8,business
T001675,M04068,Hong Kong,Hong Kong,Mong Kok,0.7,0.14,1.1713,HKD,7.797083,2024-07-30,2024-08-10,11,leisure
T001676,M04665,Malaysia,Kuala Lumpur,Bukit Bintang,0.61,0.4729,0.5228,MYR,4.284424,2024-12-01,2024-12-14,13,leisure
T001677,M00678,Singapore,Singapore,Orchard,0.96,0.0896,1.0,SGD,1.30745,2024-10-23,2024-11-03,11,business
T001678,M00537,Japan,Kyoto,Gion,0.48,0.1166,1.0724,JPY,149.657927,2024-02-22,2024-03-04,11,business
T001679,M02160,Italy,Florence,Duomo,0.38,0.0708,1.14,EUR,0.884969,2024-03-31,2024-04-14,14,business
T001680,M00425,South Korea,Seoul,Myeongdong,0.81,0.04,0.9487,KRW,1422.440833,2024-07-26,2024-07-31,5,business
T001681,M02684,South Korea,Seoul,Gangnam,0.93,0.04,0.9487,KRW,1422.440833,2024-04-30,2024-05-02,2,leisure
T001682,M03564,Indonesia,Bali,Ubud,0.14,0.8005,0.4736,IDR,16477.86518,2024-01-04,2024-01-17,13,leisure
T001683,M04806,Thailand,Bangkok,Sukhumvit,0.68,0.4571,0.5074,THB,32.882809,2024-09-09,2024-09-21,12,business
T001684,M02914,Italy,Florence,Duomo,0.38,0.0708,1.14,EUR,0.884969,2024-07-21,2024-08-03,13,leisure
T001685,M04924,France,Paris,Montmartre,0.41,0.04,1.2658,EUR,0.884969,2025-06-06,2025-06-08,2,leisure
T001686,M01575,Hong Kong,Hong Kong,Mong Kok,0.7,0.14,1.1713,HKD,7.797083,2024-07-31,2024-08-12,12,leisure
T001687,M00351,Vietnam,Hanoi,Old Quarter,0.16,0.316,0.463,VND,24164.885833,2024-04-24,2024-05-02,8,leisure
T001688,M03886,Vietnam,Hanoi,Old Quarter,0.16,0.316,0.463,VND,24164.885833,2024-12-03,2024-12-07,4,leisure
T001689,M01836,Australia,Sydney,CBD,0.92,0.04,1.4968,AUD,1.551998,2025-02-25,2025-03-07,10,business
T001690,M04120,Vietnam,Ho Chi Minh City,District 1,0.38,0.316,0.463,VND,24164.885833,2024-02-19,2024-02-29,10,leisure
T001691,M02335,Singapore,Singapore,Orchard,0.96,0.0896,1.0,SGD,1.30745,2024-08-03,2024-08-07,4,leisure
T001692,M02160,Thailand,Chiang Mai,Old City,0.31,0.4571,0.5074,THB,32.882809,2024-08-17,2024-08-24,7,business
T001693,M00924,Hong Kong,Hong Kong,Mong Kok,0.7,0.14,1.1713,HKD,7.797083,2024-10-09,2024-10-15,6,business
T001694,M04042,Italy,Rome,Centro Storico,0.52,0.0708,1.14,EUR,0.884969,2024-09-04,2024-09-18,14,business
T001695,M03122,Australia,Sydney,CBD,0.92,0.04,1.4968,AUD,1.551998,2024-10-04,2024-10-08,4,business
T001696,M01785,Australia,Melbourne,Laneways,0.88,0.04,1.4968,AUD,1.551998,2024-01-04,2024-01-13,9,leisure
T001697,M00711,Vietnam,Da Nang,Han River,0.21,0.316,0.463,VND,24164.885833,2025-03-06,2025-03-08,2,business
T001698,M01021,South Korea,Seoul,Gangnam,0.93,0.04,0.9487,KRW,1422.440833,2025-03-02,2025-03-06,4,leisure
T001699,M00067,Japan,Tokyo,Shibuya,0.94,0.1166,1.0724,JPY,149.657927,2024-09-14,2024-09-27,13,leisure
T001700,M03238,South Korea,Seoul,Gangnam,0.93,0.04,0.9487,KRW,1422.440833,2025-02-25,2025-03-09,12,leisure
T001701,M03837,France,Paris,Le Marais,0.74,0.04,1.2658,EUR,0.884969,2024-04-24,2024-04-26,2,leisure
T001702,M04535,Japan,Tokyo,Shibuya,0.94,0.1166,1.0724,JPY,149.657927,2025-01-08,2025-01-20,12,business
T001703,M00927,Vietnam,Ho Chi Minh City,District 1,0.38,0.316,0.463,VND,24164.885833,2025-01-01,2025-01-12,11,business
T001704,M04443,Singapore,Singapore,Orchard,0.96,0.0896,1.0,SGD,1.30745,2025-02-25,2025-03-06,9,leisure
T001705,M01521,Japan,Kyoto,Gion,0.48,0.1166,1.0724,JPY,149.657927,2024-03-19,2024-04-02,14,leisure
T001706,M04947,Japan,Osaka,Namba,0.72,0.1166,1.0724,JPY,149.657927,2025-03-03,2025-03-08,5,leisure
T001707,M03108,Malaysia,Kuala Lumpur,KLCC,0.77,0.4729,0.5228,MYR,4.284424,2024-05-01,2024-05-11,10,leisure
T001708,M00207,Italy,Florence,Duomo,0.38,0.0708,1.14,EUR,0.884969,2024-03-05,2024-03-10,5,leisure
T001709,M04132,Thailand,Chiang Mai,Old City,0.31,0.4571,0.5074,THB,32.882809,2025-01-28,2025-02-02,5,leisure
T001710,M03643,Thailand,Phuket,Patong,0.4,0.4571,0.5074,THB,32.882809,2025-03-26,2025-04-05,10,leisure
T001711,M02655,South Korea,Seoul,Myeongdong,0.81,0.04,0.9487,KRW,1422.440833,2025-03-19,2025-03-28,9,leisure
T001712,M01807,Malaysia,Kuala Lumpur,Bukit Bintang,0.61,0.4729,0.5228,MYR,4.284424,2024-08-12,2024-08-20,8,leisure
T001713,M01009,Thailand,Chiang Mai,Old City,0.31,0.4571,0.5074,THB,32.882809,2024-04-28,2024-05-12,14,leisure
T001714,M02575,Italy,Rome,Centro Storico,0.52,0.0708,1.14,EUR,0.884969,2024-12-22,2025-01-01,10,business
T001715,M04396,France,Paris,Montmartre,0.41,0.04,1.2658,EUR,0.884969,2025-01-10,2025-01-15,5,leisure
T001716,M03689,Japan,Tokyo,Ginza,0.91,0.1166,1.0724,JPY,149.657927,2024-07-17,2024-07-22,5,leisure
T001717,M01119,Vietnam,Hanoi,Old Quarter,0.16,0.316,0.463,VND,24164.885833,2025-06-12,2025-06-18,6,leisure
T001718,M01543,Italy,Rome,Centro Storico,0.52,0.0708,1.14,EUR,0.884969,2024-05-04,2024-05-13,9,leisure
T001719,M01444,Vietnam,Ho Chi Minh City,District 1,0.38,0.316,0.463,VND,24164.885833,2025-02-07,2025-02-18,11,leisure
T001720,M00201,Japan,Osaka,Namba,0.72,0.1166,1.0724,JPY,149.657927,2025-03-12,2025-03-19,7,leisure
T001721,M00145,Indonesia,Bali,Ubud,0.14,0.8005,0.4736,IDR,16477.86518,2024-07-07,2024-07-18,11,leisure
T001722,M01477,Thailand,Chiang Mai,Old City,0.31,0.4571,0.5074,THB,32.882809,2024-12-10,2024-12-12,2,leisure
T001723,M00719,Vietnam,Da Nang,Han River,0.21,0.316,0.463,VND,24164.885833,2024-02-08,2024-02-16,8,business
T001724,M01891,Vietnam,Hanoi,Ba Dinh,0.29,0.316,0.463,VND,24164.885833,2024-08-10,2024-08-23,13,leisure
T001725,M00865,Vietnam,Hanoi,Old Quarter,0.16,0.316,0.463,VND,24164.885833,2024-02-20,2024-02-22,2,leisure
T001726,M01031,Thailand,Chiang Mai,Old City,0.31,0.4571,0.5074,THB,32.882809,2024-10-02,2024-10-06,4,business
T001727,M04365,Thailand,Phuket,Patong,0.4,0.4571,0.5074,THB,32.882809,2025-01-21,2025-01-31,10,business
T001728,M00728,France,Paris,Montmartre,0.41,0.04,1.2658,EUR,0.884969,2024-04-08,2024-04-15,7,leisure
T001729,M03336,Indonesia,Bali,Seminyak,0.36,0.8005,0.4736,IDR,16477.86518,2024-01-18,2024-01-24,6,business
T001730,M02789,Malaysia,Kuala Lumpur,Bukit Bintang,0.61,0.4729,0.5228,MYR,4.284424,2024-07-07,2024-07-13,6,leisure
T001731,M03225,Vietnam,Ho Chi Minh City,District 1,0.38,0.316,0.463,VND,24164.885833,2024-12-05,2024-12-18,13,leisure
T001732,M04955,Indonesia,Yogyakarta,Malioboro,0.19,0.8005,0.4736,IDR,16477.86518,2024-02-14,2024-02-20,6,leisure
T001733,M01962,Thailand,Bangkok,Khao San,0.22,0.4571,0.5074,THB,32.882809,2024-04-23,2024-05-05,12,leisure
T001734,M03566,Vietnam,Ho Chi Minh City,District 1,0.38,0.316,0.463,VND,24164.885833,2024-04-10,2024-04-12,2,leisure
T001735,M03914,Malaysia,Kuala Lumpur,KLCC,0.77,0.4729,0.5228,MYR,4.284424,2024-06-27,2024-07-05,8,leisure
T001736,M00105,Indonesia,Yogyakarta,Malioboro,0.19,0.8005,0.4736,IDR,16477.86518,2024-08-17,2024-08-22,5,leisure
T001737,M02655,South Korea,Seoul,Gangnam,0.93,0.04,0.9487,KRW,1422.440833,2024-08-28,2024-09-04,7,business
T001738,M00151,Singapore,Singapore,Orchard,0.96,0.0896,1.0,SGD,1.30745,2024-03-31,2024-04-07,7,leisure
T001739,M02884,Thailand,Chiang Mai,Old City,0.31,0.4571,0.5074,THB,32.882809,2025-02-11,2025-02-14,3,leisure
T001740,M04359,Japan,Tokyo,Shibuya,0.94,0.1166,1.0724,JPY,149.657927,2024-02-08,2024-02-20,12,leisure
T001741,M03082,Australia,Sydney,CBD,0.92,0.04,1.4968,AUD,1.551998,2024-12-07,2024-12-20,13,business
T001742,M01500,Vietnam,Da Nang,Han River,0.21,0.316,0.463,VND,24164.885833,2024-01-25,2024-01-31,6,leisure
T001743,M00932,Vietnam,Hanoi,Old Quarter,0.16,0.316,0.463,VND,24164.885833,2024-07-03,2024-07-11,8,leisure
T001744,M00831,Vietnam,Da Nang,Han River,0.21,0.316,0.463,VND,24164.885833,2024-03-26,2024-04-01,6,business
T001745,M00563,Indonesia,Bali,Ubud,0.14,0.8005,0.4736,IDR,16477.86518,2025-01-18,2025-01-24,6,leisure
T001746,M01036,Hong Kong,Hong Kong,Central,0.95,0.14,1.1713,HKD,7.797083,2024-08-21,2024-08-24,3,leisure
T001747,M01576,South Korea,Seoul,Myeongdong,0.81,0.04,0.9487,KRW,1422.440833,2024-06-03,2024-06-12,9,business
T001748,M00535,South Korea,Seoul,Gangnam,0.93,0.04,0.9487,KRW,1422.440833,2025-05-19,2025-06-02,14,leisure
T001749,M02847,Malaysia,Kuala Lumpur,KLCC,0.77,0.4729,0.5228,MYR,4.284424,2024-09-07,2024-09-19,12,leisure
T001750,M01377,Japan,Tokyo,Shibuya,0.94,0.1166,1.0724,JPY,149.657927,2024-12-27,2024-12-30,3,leisure
T001751,M01995,Italy,Rome,Centro Storico,0.52,0.0708,1.14,EUR,0.884969,2025-03-19,2025-04-02,14,leisure
T001752,M02010,Thailand,Bangkok,Khao San,0.22,0.4571,0.5074,THB,32.882809,2024-04-01,2024-04-06,5,leisure
T001753,M00483,Singapore,Singapore,Orchard,0.96,0.0896,1.0,SGD,1.30745,2025-02-03,2025-02-15,12,business
T001754,M03318,Japan,Tokyo,Ginza,0.91,0.1166,1.0724,JPY,149.657927,2025-04-07,2025-04-14,7,business
T001755,M03966,Thailand,Bangkok,Khao San,0.22,0.4571,0.5074,THB,32.882809,2025-05-13,2025-05-15,2,leisure
T001756,M01437,Indonesia,Bali,Ubud,0.14,0.8005,0.4736,IDR,16477.86518,2024-11-06,2024-11-11,5,leisure
T001757,M02433,Japan,Tokyo,Ginza,0.91,0.1166,1.0724,JPY,149.657927,2024-01-21,2024-01-30,9,leisure
T001758,M02310,Japan,Tokyo,Ginza,0.91,0.1166,1.0724,JPY,149.657927,2024-04-29,2024-05-06,7,leisure
T001759,M01552,Indonesia,Bali,Ubud,0.14,0.8005,0.4736,IDR,16477.86518,2024-03-19,2024-03-21,2,leisure
T001760,M02515,Vietnam,Ho Chi Minh City,District 1,0.38,0.316,0.463,VND,24164.885833,2025-01-15,2025-01-25,10,business
T001761,M04056,Japan,Kyoto,Gion,0.48,0.1166,1.0724,JPY,149.657927,2024-11-27,2024-11-30,3,business
T001762,M00475,Australia,Sydney,CBD,0.92,0.04,1.4968,AUD,1.551998,2024-07-15,2024-07-17,2,leisure
T001763,M02207,South Korea,Seoul,Myeongdong,0.81,0.04,0.9487,KRW,1422.440833,2024-06-05,2024-06-17,12,leisure
T001764,M00111,Malaysia,Kuala Lumpur,Bukit Bintang,0.61,0.4729,0.5228,MYR,4.284424,2024-01-19,2024-01-31,12,business
T001765,M03435,France,Paris,Le Marais,0.74,0.04,1.2658,EUR,0.884969,2024-09-06,2024-09-08,2,business
T001766,M02662,Indonesia,Jakarta,SCBD,0.44,0.8005,0.4736,IDR,16477.86518,2024-06-10,2024-06-13,3,business
T001767,M01378,South Korea,Busan,Haeundae,0.55,0.04,0.9487,KRW,1422.440833,2025-02-25,2025-03-06,9,leisure
T001768,M02207,France,Paris,Montmartre,0.41,0.04,1.2658,EUR,0.884969,2024-02-20,2024-03-05,14,leisure
T001769,M00082,France,Paris,Montmartre,0.41,0.04,1.2658,EUR,0.884969,2024-12-25,2025-01-06,12,leisure
T001770,M02528,Singapore,Singapore,Chinatown,0.78,0.0896,1.0,SGD,1.30745,2024-09-27,2024-10-01,4,leisure
T001771,M00244,Indonesia,Bali,Ubud,0.14,0.8005,0.4736,IDR,16477.86518,2024-11-02,2024-11-10,8,leisure
T001772,M03242,Hong Kong,Hong Kong,Central,0.95,0.14,1.1713,HKD,7.797083,2024-04-07,2024-04-10,3,leisure
T001773,M02929,Malaysia,Kuala Lumpur,Bukit Bintang,0.61,0.4729,0.5228,MYR,4.284424,2024-02-08,2024-02-22,14,leisure
T001774,M01765,France,Paris,Le Marais,0.74,0.04,1.2658,EUR,0.884969,2024-12-20,2025-01-01,12,business
T001775,M04058,Malaysia,Kuala Lumpur,Bukit Bintang,0.61,0.4729,0.5228,MYR,4.284424,2024-03-15,2024-03-19,4,leisure
T001776,M01365,Japan,Tokyo,Ginza,0.91,0.1166,1.0724,JPY,149.657927,2025-06-05,2025-06-12,7,business
T001777,M00010,Vietnam,Hanoi,Ba Dinh,0.29,0.316,0.463,VND,24164.885833,2024-06-15,2024-06-22,7,business
T001778,M03223,Vietnam,Hanoi,Ba Dinh,0.29,0.316,0.463,VND,24164.885833,2025-06-13,2025-06-20,7,business
T001779,M02395,Japan,Tokyo,Ginza,0.91,0.1166,1.0724,JPY,149.657927,2024-09-05,2024-09-07,2,business
T001780,M04214,Indonesia,Bali,Seminyak,0.36,0.8005,0.4736,IDR,16477.86518,2025-04-27,2025-05-02,5,business
T001781,M00603,Thailand,Bangkok,Sukhumvit,0.68,0.4571,0.5074,THB,32.882809,2024-06-16,2024-06-30,14,leisure
T001782,M01150,Indonesia,Jakarta,SCBD,0.44,0.8005,0.4736,IDR,16477.86518,2024-09-17,2024-09-21,4,leisure
T001783,M00843,Japan,Osaka,Namba,0.72,0.1166,1.0724,JPY,149.657927,2024-06-03,2024-06-16,13,business
T001784,M02869,France,Paris,Le Marais,0.74,0.04,1.2658,EUR,0.884969,2024-01-29,2024-02-04,6,business
T001785,M02376,Vietnam,Hanoi,Old Quarter,0.16,0.316,0.463,VND,24164.885833,2025-05-19,2025-05-25,6,business
T001786,M02841,Indonesia,Yogyakarta,Malioboro,0.19,0.8005,0.4736,IDR,16477.86518,2025-02-13,2025-02-25,12,leisure
T001787,M02787,Malaysia,Penang,George Town,0.33,0.4729,0.5228,MYR,4.284424,2025-04-02,2025-04-04,2,leisure
T001788,M04364,Indonesia,Yogyakarta,Malioboro,0.19,0.8005,0.4736,IDR,16477.86518,2025-02-11,2025-02-20,9,business
T001789,M02774,Vietnam,Hanoi,Ba Dinh,0.29,0.316,0.463,VND,24164.885833,2024-10-27,2024-11-07,11,business
T001790,M00215,Japan,Osaka,Namba,0.72,0.1166,1.0724,JPY,149.657927,2024-02-10,2024-02-17,7,leisure
