txn_id,trip_id,member_id,category,mcc,merchant_name,dest_country,dest_district,currency,amount_usd,amount_local,amount
X0016348,T004379,M00274,retail,5311,Tokyu Hands Namba,Japan,Namba,JPY,2199.71,329204.0,2199.71
X0016349,T004380,M02163,retail,5311,Via del Corso shops,Italy,Centro Storico,EUR,76.01,67.27,76.01
X0016350,T004381,M01354,retail,5311,Sneaker Street,Hong Kong,Mong Kok,HKD,164.0,1278.69,164.0
X0016351,T004382,M03009,retail,5311,Lane Crawford,Hong Kong,Central,HKD,325.79,2540.21,325.79
X0016352,T004383,M03358,retail,5311,beautywave,South Korea,Myeongdong,KRW,328.96,467922.0,328.96
X0016353,T004384,M03853,retail,5311,Ladies' Market,Hong Kong,Mong Kok,HKD,78.9,615.22,78.9
X0016354,T004385,M03886,retail,5311,Suria KLCC,Malaysia,KLCC,MYR,210.49,901.82,210.49
X0016355,T004386,M01479,retail,5311,Chinatown Complex,Singapore,Chinatown,SGD,51.48,67.31,51.48
X0016356,T004387,M04869,retail,5311,Suria KLCC,Malaysia,KLCC,MYR,526.72,2256.67,526.72
X0016357,T004388,M00944,retail,5311,ION Orchard,Singapore,Orchard,SGD,128.3,167.75,128.3
X0016358,T004389,M02558,retail,5311,Paragon,Singapore,Orchard,SGD,374.36,489.46,374.36
X0016359,T004390,M03529,retail,5311,Uniqlo Ginza,Japan,Ginza,JPY,119.94,17950.0,119.94
X0016360,T004391,M02107,retail,5311,Central Catholic Bookshop,Australia,Laneways,AUD,373.33,579.4,373.33
X0016361,T004392,M02782,retail,5311,People's Park Centre,Singapore,Chinatown,SGD,263.98,345.14,263.98
X0016362,T004394,M03095,retail,5311,Taiseido Bookstore,Japan,Shibuya,JPY,70.38,10534.0,70.38
X0016363,T004397,M04506,retail,5311,Lane Crawford,Hong Kong,Central,HKD,313.34,2443.14,313.34
X0016364,T004398,M01437,retail,5311,Nishiki Market stalls,Japan,Gion,JPY,602.95,90237.0,602.95
X0016365,T004399,M02001,retail,5311,People's Park Centre,Singapore,Chinatown,SGD,2527.22,3304.21,2527.22
X0016366,T004400,M04282,retail,5311,Han Market,Vietnam,Han River,VND,7.5,181165.0,7.5
X0016367,T004401,M00255,retail,5311,Pow pow Snow,Vietnam,Ba Dinh,VND,129.55,3130604.0,129.55
X0016368,T004402,M02642,retail,5311,SKM Mart,Thailand,Patong,THB,223.85,7360.72,223.85
X0016369,T004403,M01151,retail,5311,Suria KLCC,Malaysia,KLCC,MYR,35.46,151.92,35.46
X0016370,T004404,M02181,retail,5311,Via dei Calzaiuoli shops,Italy,Duomo,EUR,111.0,98.23,111.0
X0016371,T004405,M03982,retail,5311,Florist,Thailand,Old City,THB,11.36,373.51,11.36
X0016372,T004406,M00220,retail,5311,7-Eleven,Thailand,Khao San,THB,11.21,368.66,11.21
X0016373,T004407,M01701,retail,5311,Pitti,Italy,Duomo,EUR,685.72,606.84,685.72
X0016374,T004408,M04583,retail,5311,ION Orchard,Singapore,Orchard,SGD,246.51,322.3,246.51
X0016375,T004410,M04595,retail,5311,Mitsukoshi Ginza,Japan,Ginza,JPY,61.2,9160.0,61.2
X0016376,T004411,M01504,retail,5311,Penang Times Square,Malaysia,George Town,MYR,43.23,185.22,43.23
X0016377,T004412,M00483,retail,5311,Lot 10,Malaysia,Bukit Bintang,MYR,51.77,221.82,51.77
X0016378,T004413,M04695,retail,5311,Hang Ngang silk shops,Vietnam,Old Quarter,VND,66.73,1612408.0,66.73
X0016379,T004414,M02017,retail,5311,Ubud Art Market,Indonesia,Ubud,IDR,12.19,200817.0,12.19
X0016380,T004415,M02642,retail,5311,Lot 10,Malaysia,Bukit Bintang,MYR,189.44,811.64,189.44
X0016381,T004416,M04561,retail,5311,Takashimaya,Singapore,Orchard,SGD,497.54,650.5,497.54
X0016382,T004417,M01839,retail,5311,Terminal 21 Asok,Thailand,Sukhumvit,THB,368.87,12129.37,368.87
X0016383,T004418,M01043,retail,5311,Ladies' Market,Hong Kong,Mong Kok,HKD,1045.08,8148.61,1045.08
X0016384,T004420,M02858,retail,5311,Threads of Life,Indonesia,Ubud,IDR,3.22,53001.0,3.22
X0016385,T004422,M04526,retail,5311,Metro Hobbies,Australia,Laneways,AUD,65.65,101.89,65.65
X0016386,T004423,M01582,retail,5311,Haepi D.C Mart,South Korea,Haeundae,KRW,11487.07,16339680.0,11487.07
X0016387,T004424,M03099,retail,5311,Chinatown Complex,Singapore,Chinatown,SGD,1859.7,2431.47,1859.7
X0016388,T004425,M00580,retail,5311,Woolworths Metro,Australia,CBD,AUD,70.58,109.55,70.58
X0016389,T004426,M00744,retail,5311,Wako,Japan,Ginza,JPY,558.27,83549.0,558.27
X0016390,T004428,M01333,retail,5311,Campo de' Fiori market,Italy,Centro Storico,EUR,153.13,135.52,153.13
X0016391,T004429,M00687,retail,5311,Tokyu Hands Namba,Japan,Namba,JPY,950.05,142183.0,950.05
X0016392,T004430,M00185,retail,5311,Granny Bike,Thailand,Khao San,THB,124.42,4091.25,124.42
X0016393,T004431,M04046,retail,5311,Thai Express,Vietnam,District 1,VND,329.84,7970554.0,329.84
X0016394,T004432,M02436,retail,5311,Bread History,Malaysia,George Town,MYR,6.71,28.77,6.71
X0016395,T004433,M02165,retail,5311,Bánh Mì Biết Nói Bread Talk,Vietnam,District 1,VND,134.61,3252853.0,134.61
X0016396,T004434,M02137,retail,5311,People's Park Centre,Singapore,Chinatown,SGD,263.22,344.14,263.22
X0016397,T004435,M02889,retail,5311,Kinko's,Japan,Shibuya,JPY,858.3,128452.0,858.3
X0016398,T004436,M01302,retail,5311,People's Park Centre,Singapore,Chinatown,SGD,200.36,261.96,200.36
X0016399,T004437,M01366,retail,5311,Langham Place,Hong Kong,Mong Kok,HKD,734.56,5727.4,734.56
X0016400,T004438,M02582,retail,5311,EmQuartier,Thailand,Sukhumvit,THB,227.87,7492.88,227.87
X0016401,T004439,M00151,retail,5311,au Shop,Japan,Shibuya,JPY,263.36,39414.0,263.36
X0016402,T004440,M04742,retail,5311,Salvatore Ferragamo,Italy,Duomo,EUR,181.9,160.97,181.9
X0016403,T004441,M01961,retail,5311,Kayu Aya shops,Indonesia,Seminyak,IDR,88.55,1459131.0,88.55
X0016404,T004443,M02884,retail,5311,Haeundae Traditional Market,South Korea,Haeundae,KRW,2927.38,4164022.0,2927.38
X0016405,T004444,M01262,retail,5311,Nishiki Market stalls,Japan,Gion,JPY,82.3,12317.0,82.3
X0016406,T004445,M00394,retail,5311,Chinatown Complex,Singapore,Chinatown,SGD,442.0,577.89,442.0
X0016407,T004446,M04921,retail,5311,H&M,South Korea,Myeongdong,KRW,1166.44,1659193.0,1166.44
X0016408,T004447,M00544,retail,5311,Pacific Place,Indonesia,SCBD,IDR,72.38,1192739.0,72.38
X0016409,T004448,M03093,retail,5311,Tokyu Hands Shibuya,Japan,Shibuya,JPY,1640.26,245477.0,1640.26
X0016410,T004449,M02183,retail,5311,Velo Thailand,Thailand,Khao San,THB,7.1,233.44,7.1
X0016411,T004450,M02493,retail,5311,Get & Go,Australia,CBD,AUD,351.93,546.19,351.93
X0016412,T004451,M03052,retail,5311,H&M,South Korea,Myeongdong,KRW,210.87,299948.0,210.87
X0016413,T004452,M04469,retail,5311,People's Park Centre,Singapore,Chinatown,SGD,212.03,277.22,212.03
X0016414,T004453,M04595,retail,5311,7-Eleven,Australia,CBD,AUD,580.2,900.47,580.2
X0016415,T004454,M03375,retail,5311,Beringharjo Market,Indonesia,Malioboro,IDR,56.81,936142.0,56.81
X0016416,T004455,M03106,retail,5311,Circle K,Indonesia,Malioboro,IDR,3.55,58419.0,3.55
X0016417,T004456,M02731,retail,5311,Tokyu Hands Namba,Japan,Namba,JPY,40.72,6095.0,40.72
X0016418,T004457,M04282,retail,5311,BHV Marais,France,Le Marais,EUR,286.5,253.55,286.5
X0016419,T004458,M01163,retail,5311,Zara,South Korea,Myeongdong,KRW,1620.81,2305502.0,1620.81
X0016420,T004459,M03358,retail,5311,Kagui,Australia,CBD,AUD,1730.02,2684.98,1730.02
X0016421,T004461,M00997,retail,5311,Seminyak Village,Indonesia,Seminyak,IDR,90.73,1495008.0,90.73
X0016422,T004462,M04379,retail,5311,Telagamas Motors,Malaysia,George Town,MYR,26.73,114.52,26.73
X0016423,T004463,M04570,retail,5311,Coles,Australia,CBD,AUD,357.97,555.57,357.97
X0016424,T004464,M00813,retail,5311,Haepi D.C Mart,South Korea,Haeundae,KRW,135.33,192500.0,135.33
X0016425,T004466,M00014,retail,5311,Simple Tour,Indonesia,Malioboro,IDR,59.77,984906.0,59.77
X0016426,T004467,M02651,retail,5311,Plaza Senayan nearby,Indonesia,SCBD,IDR,95.24,1569362.0,95.24
X0016427,T004470,M04991,retail,5311,EmQuartier,Thailand,Sukhumvit,THB,58.64,1928.4,58.64
X0016428,T004473,M03425,retail,5311,Place du Tertre,France,Montmartre,EUR,1246.32,1102.95,1246.32
X0016429,T004474,M03716,retail,5311,Forever 21,South Korea,Myeongdong,KRW,101.62,144555.0,101.62
X0016430,T004475,M00621,retail,5311,Kayu Aya shops,Indonesia,Seminyak,IDR,25.17,414737.0,25.17
X0016431,T004476,M03697,retail,5311,Uniqlo Ginza,Japan,Ginza,JPY,194.12,29052.0,194.12
X0016432,T004477,M04947,retail,5311,7-Eleven,Thailand,Patong,THB,484.36,15927.27,484.36
X0016433,T004478,M00967,retail,5311,Ralph Lauren,Japan,Shibuya,JPY,2658.79,397909.0,2658.79
X0016434,T004479,M00203,retail,5311,Adidas,Vietnam,District 1,VND,20.26,489584.0,20.26
X0016435,T004480,M01577,retail,5311,Hang Ngang silk shops,Vietnam,Old Quarter,VND,32.15,776806.0,32.15
X0016436,T004481,M00100,retail,5311,Gosumi Stationery,South Korea,Myeongdong,KRW,963.11,1369970.0,963.11
X0016437,T004482,M00470,retail,5311,Namba Parks,Japan,Namba,JPY,298.59,44686.0,298.59
X0016438,T004483,M02654,retail,5311,Fahrenheit88,Malaysia,Bukit Bintang,MYR,153.2,656.37,153.2
X0016439,T004484,M02065,retail,5311,Vincom Da Nang,Vietnam,Han River,VND,30.28,731806.0,30.28
X0016440,T004485,M01375,retail,5311,Mercedes-Benz Georgetown,Malaysia,George Town,MYR,29.19,125.08,29.19
X0016441,T004487,M02128,retail,5311,Kuromon Market,Japan,Namba,JPY,63.57,9514.0,63.57
X0016442,T004488,M01365,retail,5311,Seminyak Village,Indonesia,Seminyak,IDR,19.64,323557.0,19.64
X0016443,T004489,M03035,retail,5311,Seminyak Village,Indonesia,Seminyak,IDR,7.98,131542.0,7.98
X0016444,T004490,M01080,retail,5311,Terminal 21 Asok,Thailand,Sukhumvit,THB,122.0,4011.69,122.0
X0016445,T004491,M04299,retail,5311,Granny Bike,Thailand,Khao San,THB,38.69,1272.4,38.69
X0016446,T004492,M03570,retail,5311,Namdaemun Shopping Mall,South Korea,Myeongdong,KRW,1030.06,1465198.0,1030.06
X0016447,T004493,M01191,retail,5311,제오헤어,South Korea,Myeongdong,KRW,522.02,742537.0,522.02
X0016448,T004494,M04507,retail,5311,Merci,France,Le Marais,EUR,1230.94,1089.34,1230.94
X0016449,T004496,M01756,retail,5311,Malioboro Street stalls,Indonesia,Malioboro,IDR,2.02,33337.0,2.02
X0016450,T004497,M02924,retail,5311,Jungceylon,Thailand,Patong,THB,13.45,442.2,13.45
X0016451,T004498,M01300,retail,5311,Sneaker Street,Hong Kong,Mong Kok,HKD,865.94,6751.83,865.94
X0016452,T004499,M02174,retail,5311,Abbesses shops,France,Montmartre,EUR,35.02,30.99,35.02
X0016453,T004500,M02241,retail,5311,au Shop,Japan,Shibuya,JPY,179.18,26816.0,179.18
X0016454,T004501,M04800,retail,5311,Green Bamboo Massage,Thailand,Old City,THB,9.61,315.94,9.61
X0016455,T004502,M00430,retail,5311,BHV Marais,France,Le Marais,EUR,587.92,520.29,587.92
X0016456,T004503,M03267,retail,5311,City Convenience Store,Australia,Laneways,AUD,520.39,807.64,520.39
X0016457,T004505,M02941,retail,5311,Haeundae Traditional Market,South Korea,Haeundae,KRW,926.51,1317911.0,926.51
X0016458,T004506,M03324,retail,5311,L'Espace bookshop,Vietnam,Ba Dinh,VND,90.45,2185671.0,90.45
X0016459,T004507,M00990,retail,5311,Pacific Place,Indonesia,SCBD,IDR,49.91,822385.0,49.91
X0016460,T004509,M04686,retail,5311,Sneaker Street,Hong Kong,Mong Kok,HKD,625.09,4873.85,625.09
X0016461,T004510,M03969,retail,5311,Daiso,South Korea,Haeundae,KRW,125.63,178702.0,125.63
X0016462,T004511,M01014,retail,5311,SKM Mart,Thailand,Patong,THB,32.4,1065.41,32.4
X0016463,T004513,M01498,retail,5311,Liquorland Express,Australia,Laneways,AUD,1239.28,1923.36,1239.28
X0016464,T004514,M03469,retail,5311,Galaxy,Japan,Shibuya,JPY,237.93,35608.0,237.93
X0016465,T004515,M01050,retail,5311,Delta Dewata,Indonesia,Ubud,IDR,9.9,163055.0,9.9
X0016466,T004517,M04936,retail,5311,Abbesses shops,France,Montmartre,EUR,221.77,196.26,221.77
X0016467,T004518,M04058,retail,5311,Sneaker Street,Hong Kong,Mong Kok,HKD,2894.18,22566.18,2894.18
X0016468,T004519,M02795,retail,5311,People's Park Centre,Singapore,Chinatown,SGD,121.66,159.06,121.66
X0016469,T004520,M03347,retail,5311,Chinatown Complex,Singapore,Chinatown,SGD,376.87,492.74,376.87
X0016470,T004521,M01565,retail,5311,Nail Art,South Korea,Gangnam,KRW,1379.48,1962224.0,1379.48
X0016471,T004522,M01809,retail,5311,Big One Supermarket,Thailand,Patong,THB,15.74,517.53,15.74
X0016472,T004524,M01858,retail,5311,Hang Ngang silk shops,Vietnam,Old Quarter,VND,5.29,127758.0,5.29
X0016473,T004525,M04075,retail,5311,IFC Mall,Hong Kong,Central,HKD,811.62,6328.29,811.62
X0016474,T004526,M04482,retail,5311,Dong Xuan Market,Vietnam,Old Quarter,VND,15.18,366797.0,15.18
X0016475,T004527,M03189,retail,5311,Suria KLCC,Malaysia,KLCC,MYR,151.21,647.86,151.21
X0016476,T004528,M00019,retail,5311,FamilyMart,Thailand,Patong,THB,48.76,1603.35,48.76
X0016477,T004529,M02374,retail,5311,EzyMart,Australia,Laneways,AUD,238.58,370.28,238.58
X0016478,T004530,M02654,retail,5311,Kyoto Craft Center,Japan,Gion,JPY,122.73,18367.0,122.73
X0016479,T004532,M01064,retail,5311,Via del Corso shops,Italy,Centro Storico,EUR,350.59,310.26,350.59
X0016480,T004533,M03671,retail,5311,Uniqlo Ginza,Japan,Ginza,JPY,403.46,60381.0,403.46
X0016481,T004534,M00700,retail,5311,Neil Mart,South Korea,Myeongdong,KRW,282.69,402110.0,282.69
X0016482,T004535,M00741,retail,5311,City Convenience Store,Australia,Laneways,AUD,848.12,1316.28,848.12
X0016483,T004536,M03152,retail,5311,Dobi,Malaysia,George Town,MYR,5.59,23.94,5.59
X0016484,T004537,M00718,retail,5311,Hang Ngang silk shops,Vietnam,Old Quarter,VND,11.85,286293.0,11.85
X0016485,T004538,M04564,retail,5311,Shibuya 109,Japan,Shibuya,JPY,1017.79,152321.0,1017.79
X0016486,T004539,M03610,retail,5311,Landmark,Hong Kong,Central,HKD,1715.6,13376.64,1715.6
X0016487,T004540,M03734,retail,5311,"Web Marketing Team srl - SEO, SEM, SOCIAL e WEB 2.0",Italy,Duomo,EUR,53.56,47.4,53.56
X0016488,T004541,M03831,retail,5311,Suria KLCC,Malaysia,KLCC,MYR,749.92,3212.99,749.92
X0016489,T004542,M03475,retail,5311,People's Park Centre,Singapore,Chinatown,SGD,449.21,587.32,449.21
X0016490,T004543,M02120,retail,5311,Dong Xuan Market,Vietnam,Old Quarter,VND,7.56,182605.0,7.56
X0016491,T004545,M01839,retail,5311,Merci,France,Le Marais,EUR,1319.89,1168.06,1319.89
X0016492,T004546,M04718,retail,5311,Ban Heang,Malaysia,George Town,MYR,301.07,1289.92,301.07
X0016493,T004547,M02596,retail,5311,Times Square,Thailand,Sukhumvit,THB,103.54,3404.81,103.54
X0016494,T004548,M03917,retail,5311,Indomaret,Indonesia,Malioboro,IDR,4.29,70662.0,4.29
X0016495,T004549,M04547,retail,5311,Via del Corso shops,Italy,Centro Storico,EUR,19.21,17.0,19.21
X0016496,T004550,M02541,retail,5311,Fahrenheit88,Malaysia,Bukit Bintang,MYR,379.1,1624.23,379.1
X0016497,T004551,M03220,retail,5311,Cosentino,Australia,Laneways,AUD,161.94,251.32,161.94
X0016498,T004552,M03228,retail,5311,Terminal 21 Asok,Thailand,Sukhumvit,THB,37.53,1233.94,37.53
X0016499,T004553,M04572,retail,5311,Han Market,Vietnam,Han River,VND,33.51,809797.0,33.51
X0016500,T004554,M03963,retail,5311,Takashimaya,Singapore,Orchard,SGD,770.17,1006.95,770.17
X0016501,T004555,M03647,retail,5311,Namba Parks,Japan,Namba,JPY,2514.29,376283.0,2514.29
X0016502,T004556,M01129,retail,5311,Warorot Market,Thailand,Old City,THB,26.6,874.66,26.6
X0016503,T004557,M03601,retail,5311,Kuromon Market,Japan,Namba,JPY,328.46,49157.0,328.46
X0016504,T004558,M01619,retail,5311,Times Square,Thailand,Sukhumvit,THB,67.46,2218.32,67.46
X0016505,T004559,M00227,retail,5311,Alfamart,Indonesia,Malioboro,IDR,1.39,22945.0,1.39
X0016506,T004560,M01493,retail,5311,Chinatown Complex,Singapore,Chinatown,SGD,339.91,444.42,339.91
X0016507,T004561,M02632,retail,5311,BHV Marais,France,Le Marais,EUR,185.31,163.99,185.31
X0016508,T004562,M02354,retail,5311,Uniqlo Ginza,Japan,Ginza,JPY,891.75,133458.0,891.75
X0016509,T004563,M00563,retail,5311,au Shop,Japan,Shibuya,JPY,191.07,28595.0,191.07
X0016510,T004564,M00333,retail,5311,Vio,Indonesia,Ubud,IDR,13.97,230116.0,13.97
X0016511,T004565,M02153,retail,5311,San Lorenzo Market,Italy,Duomo,EUR,69.29,61.32,69.29
X0016512,T004566,M03913,retail,5311,City Hatters,Australia,Laneways,AUD,1412.58,2192.32,1412.58
X0016513,T004567,M03232,retail,5311,Mitsukoshi Ginza,Japan,Ginza,JPY,461.58,69079.0,461.58
X0016514,T004568,M00932,retail,5311,Kyoto Craft Center,Japan,Gion,JPY,241.3,36112.0,241.3
X0016515,T004569,M01195,retail,5311,Campo de' Fiori market,Italy,Centro Storico,EUR,27.87,24.66,27.87
X0016516,T004570,M04165,retail,5311,Nail Art,South Korea,Gangnam,KRW,100.45,142890.0,100.45
X0016517,T004571,M03013,retail,5311,Merci,France,Le Marais,EUR,373.3,330.36,373.3
X0016518,T004572,M01476,retail,5311,Big C,Thailand,Patong,THB,200.64,6597.59,200.64
X0016519,T004574,M01431,retail,5311,ION Orchard,Singapore,Orchard,SGD,849.36,1110.49,849.36
X0016520,T004575,M02939,retail,5311,Backpackers World Travel,Australia,Laneways,AUD,159.81,248.03,159.81
X0016521,T004576,M01691,retail,5311,EmQuartier,Thailand,Sukhumvit,THB,284.9,9368.4,284.9
X0016522,T004577,M03156,retail,5311,Cửa Hàng Thời Trang Indigo,Vietnam,Ba Dinh,VND,61.13,1477181.0,61.13
X0016523,T004578,M04294,retail,5311,Rolex,Japan,Shibuya,JPY,108.87,16293.0,108.87
X0016524,T004579,M00353,retail,5311,Beringharjo Market,Indonesia,Malioboro,IDR,1.9,31318.0,1.9
X0016525,T004580,M01821,retail,5311,Circle K,Indonesia,Malioboro,IDR,6.18,101773.0,6.18
X0016526,T004581,M03047,retail,5311,Thai Airways Contact Center,Thailand,Khao San,THB,7.7,253.11,7.7
X0016527,T004582,M02573,retail,5311,Toni & Guy,Japan,Shibuya,JPY,334.85,50112.0,334.85
X0016528,T004583,M01169,retail,5311,Bánh Mì Biết Nói Bread Talk,Vietnam,District 1,VND,228.64,5525168.0,228.64
X0016529,T004584,M00129,retail,5311,EmQuartier,Thailand,Sukhumvit,THB,118.76,3905.29,118.76
X0016530,T004585,M03537,retail,5311,Campo de' Fiori market,Italy,Centro Storico,EUR,151.4,133.98,151.4
X0016531,T004587,M03339,retail,5311,People's Park Centre,Singapore,Chinatown,SGD,346.53,453.07,346.53
X0016532,T004588,M00702,retail,5311,Patong Whiskey,Thailand,Patong,THB,2.16,70.91,2.16
X0016533,T004589,M01383,retail,5311,Via del Corso shops,Italy,Centro Storico,EUR,57.56,50.94,57.56
X0016534,T004590,M04826,retail,5311,Times Square,Thailand,Sukhumvit,THB,73.98,2432.76,73.98
X0016535,T004591,M03419,retail,5311,Uniqlo Ginza,Japan,Ginza,JPY,105.4,15775.0,105.4
X0016536,T004592,M02332,retail,5311,7-Eleven,Malaysia,George Town,MYR,60.04,257.22,60.04
X0016537,T004593,M02167,retail,5311,Ladies' Market,Hong Kong,Mong Kok,HKD,65.61,511.56,65.61
X0016538,T004594,M01053,retail,5311,Skill Tattoo Studio,Thailand,Old City,THB,99.35,3266.99,99.35
X0016539,T004595,M00857,retail,5311,Khao San market stalls,Thailand,Khao San,THB,40.63,1336.17,40.63
X0016540,T004596,M04502,retail,5311,Taiseido Bookstore,Japan,Shibuya,JPY,49.93,7473.0,49.93
X0016541,T004597,M00908,retail,5311,Cosentino,Australia,Laneways,AUD,362.99,563.35,362.99
X0016542,T004598,M00847,retail,5311,Lot 10,Malaysia,Bukit Bintang,MYR,116.85,500.65,116.85
X0016543,T004599,M02007,retail,5311,Hyeondaegeim Mart,South Korea,Haeundae,KRW,49.84,70901.0,49.84
X0016544,T004600,M01718,retail,5311,"Web Marketing Team srl - SEO, SEM, SOCIAL e WEB 2.0",Italy,Duomo,EUR,16.86,14.92,16.86
X0016545,T004601,M01442,retail,5311,Seminyak Village,Indonesia,Seminyak,IDR,30.21,497774.0,30.21
X0016546,T004602,M00947,retail,5311,Vio,Indonesia,Ubud,IDR,1.5,24789.0,1.5
X0016547,T004603,M03047,retail,5311,MLB,South Korea,Myeongdong,KRW,465.55,662223.0,465.55
X0016548,T004604,M01112,retail,5311,Hang Ngang silk shops,Vietnam,Old Quarter,VND,71.49,1727469.0,71.49
X0016549,T004605,M03535,retail,5311,Mitsukoshi Ginza,Japan,Ginza,JPY,99.57,14901.0,99.57
X0016550,T004606,M03861,retail,5311,beautywave,South Korea,Myeongdong,KRW,754.25,1072880.0,754.25
X0016551,T004607,M00676,retail,5311,Pacific Place,Indonesia,SCBD,IDR,19.95,328661.0,19.95
X0016552,T004608,M03651,retail,5311,Tokyu Hands Shibuya,Japan,Shibuya,JPY,1653.48,247456.0,1653.48
X0016553,T004609,M00680,retail,5311,Olive Young,South Korea,Gangnam,KRW,203.67,289702.0,203.67
X0016554,T004612,M00255,retail,5311,Ladies' Market,Hong Kong,Mong Kok,HKD,453.24,3533.95,453.24
X0016555,T004613,M02112,retail,5311,UNIQLO,Japan,Shibuya,JPY,379.26,56760.0,379.26
X0016556,T004614,M04233,retail,5311,J.I.B Computer Group,Thailand,Old City,THB,213.27,7013.0,213.27
X0016557,T004616,M03788,retail,5311,Campo de' Fiori market,Italy,Centro Storico,EUR,91.82,81.26,91.82
X0016558,T004617,M01566,retail,5311,Hang Ngang silk shops,Vietnam,Old Quarter,VND,12.61,304734.0,12.61
X0016559,T004619,M04685,retail,5311,Pavilion nearby,Malaysia,KLCC,MYR,23.27,99.71,23.27
X0016560,T004620,M00683,retail,5311,"Web Marketing Team srl - SEO, SEM, SOCIAL e WEB 2.0",Italy,Duomo,EUR,271.31,240.1,271.31
X0016561,T004621,M01069,retail,5311,Campo de' Fiori market,Italy,Centro Storico,EUR,99.09,87.69,99.09
X0016562,T004622,M04992,retail,5311,Fresh! Spa,Indonesia,Ubud,IDR,14.38,236912.0,14.38
X0016563,T004623,M04456,retail,5311,QVB,Australia,CBD,AUD,1898.99,2947.24,1898.99
X0016564,T004624,M01938,retail,5311,7-Eleven,Thailand,Old City,THB,50.81,1670.64,50.81
X0016565,T004625,M00205,retail,5311,Fahrenheit88,Malaysia,Bukit Bintang,MYR,26.07,111.7,26.07
X0016566,T004626,M02500,retail,5311,Times Square,Thailand,Sukhumvit,THB,283.11,9309.31,283.11
X0016567,T004627,M04121,retail,5311,Lane Crawford,Hong Kong,Central,HKD,519.32,4049.2,519.32
X0016568,T004628,M00503,retail,5311,sakura,Vietnam,Ba Dinh,VND,56.89,1374725.0,56.89
X0016569,T004629,M01521,retail,5311,Trek,Australia,CBD,AUD,4532.6,7034.59,4532.6
X0016570,T004630,M03911,retail,5311,Pacific Place,Indonesia,SCBD,IDR,122.06,2011278.0,122.06
X0016571,T004631,M02161,retail,5311,Landmark,Hong Kong,Central,HKD,1083.59,8448.81,1083.59
X0016572,T004633,M04040,retail,5311,Kyoto Craft Center,Japan,Gion,JPY,38.32,5734.0,38.32
X0016573,T004634,M04867,retail,5311,BHV Marais,France,Le Marais,EUR,456.77,404.23,456.77
X0016574,T004635,M03319,retail,5311,BHV Marais,France,Le Marais,EUR,628.37,556.09,628.37
X0016575,T004636,M04634,retail,5311,41 Living Story,Malaysia,George Town,MYR,39.19,167.9,39.19
X0016576,T004637,M00995,retail,5311,Central Catholic Bookshop,Australia,Laneways,AUD,1399.81,2172.5,1399.81
X0016577,T004639,M00854,retail,5311,Via del Corso shops,Italy,Centro Storico,EUR,934.17,826.71,934.17
X0016578,T004640,M03824,retail,5311,Via dei Calzaiuoli shops,Italy,Duomo,EUR,5.96,5.28,5.96
X0016579,T004641,M00892,retail,5311,Joa Stationery,South Korea,Myeongdong,KRW,55.21,78539.0,55.21
X0016580,T004642,M02814,retail,5311,BHV Marais,France,Le Marais,EUR,3337.98,2954.01,3337.98
X0016581,T004643,M04840,retail,5311,Place du Tertre,France,Montmartre,EUR,85.11,75.32,85.11
X0016582,T004645,M03394,retail,5311,Via del Corso shops,Italy,Centro Storico,EUR,58.72,51.96,58.72
X0016583,T004646,M00683,retail,5311,Pavilion nearby,Malaysia,KLCC,MYR,70.5,302.04,70.5
X0016584,T004647,M01365,retail,5311,sakura,Vietnam,Ba Dinh,VND,25.25,610115.0,25.25
X0016585,T004648,M04280,retail,5311,Fresh! Spa,Indonesia,Ubud,IDR,7.45,122835.0,7.45
X0016586,T004651,M03570,retail,5311,Malioboro Street stalls,Indonesia,Malioboro,IDR,4.56,75138.0,4.56
X0016587,T004652,M01692,retail,5311,Times Square,Thailand,Sukhumvit,THB,143.51,4719.12,143.51
X0016588,T004653,M02738,retail,5311,Sneaker Street,Hong Kong,Mong Kok,HKD,210.34,1640.05,210.34
X0016589,T004654,M03220,retail,5311,Chinatown Complex,Singapore,Chinatown,SGD,276.77,361.86,276.77
X0016590,T004655,M02727,retail,5311,고래사어묵,South Korea,Haeundae,KRW,1268.26,1804027.0,1268.26
X0016591,T004657,M01127,retail,5311,Pavilion KL,Malaysia,Bukit Bintang,MYR,205.97,882.46,205.97
X0016592,T004658,M00933,retail,5311,Via dei Calzaiuoli shops,Italy,Duomo,EUR,315.47,279.19,315.47
X0016593,T004659,M01283,retail,5311,Pavilion KL,Malaysia,Bukit Bintang,MYR,521.17,2232.93,521.17
X0016594,T004661,M03872,retail,5311,Woolworths Metro,Australia,CBD,AUD,581.06,901.8,581.06
X0016595,T004662,M02134,retail,5311,Uniqlo Ginza,Japan,Ginza,JPY,1608.51,240726.0,1608.51
X0016596,T004663,M00630,retail,5311,Kayu Aya shops,Indonesia,Seminyak,IDR,18.53,305276.0,18.53
X0016597,T004664,M01397,retail,5311,Kagui,Australia,CBD,AUD,78.36,121.62,78.36
X0016598,T004665,M01942,retail,5311,Fresh! Spa,Indonesia,Ubud,IDR,13.3,219218.0,13.3
X0016599,T004666,M00913,retail,5311,Tower Records Shibuya,Japan,Shibuya,JPY,283.23,42388.0,283.23
X0016600,T004667,M02395,retail,5311,Kuromon Market,Japan,Namba,JPY,1039.05,155502.0,1039.05
