region,dest_country,dest_city,dest_district,category,sub_category,merchant_name,mcc,visits,avg_spend_per_visit,price_low,price_high,price_range,est_recoverable_value,acceptance_density,cash_intensity,credit_share,cash_share,priority_rank
SEA,Indonesia,Bali,Ubud,dining,Casual Dining,Batan Warung,5812,16,10.0,5.0,15.0,$5–15 / visit,14.488471222398486,0.14,0.8005,0.1995,0.8005,141
SEA,Thailand,Chiang Mai,Old City,lodging,Budget & Hostel,Kristi House,7011,20,30.0,25.0,75.0,$25–75 / visit,10.62634677719123,0.31,0.4571,0.5428999999999999,0.4571,142
SEA,Vietnam,Hanoi,Ba Dinh,lodging,Mid-scale Hotel,Khách Sạn Đông Thanh,7011,15,55.0,25.0,70.0,$25–70 / visit,10.30237206224638,0.29,0.316,0.6839999999999999,0.316,143
SEA,Malaysia,Penang,George Town,retail,Premium Retail,41 Living Story,5311,24,45.0,20.0,65.0,$20–65 / visit,10.106149859461718,0.33,0.4729,0.5271,0.4729,144
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Budget & Hostel,Asia Afrika,7011,18,15.0,15.0,45.0,$15–45 / visit,10.026241354673825,0.19,0.8005,0.1995,0.8005,145
SEA,Vietnam,Da Nang,Han River,dining,Cafe & Coffee,SaoMai Coffee,5812,11,20.0,10.0,40.0,$10–40 / visit,9.665241799640773,0.21,0.316,0.6839999999999999,0.316,146
SEA,Thailand,Bangkok,Khao San,lodging,Budget & Hostel,Amarin Inn,7011,20,30.0,20.0,55.0,$20–55 / visit,9.461082299685025,0.22,0.4571,0.5428999999999999,0.4571,147
SEA,Indonesia,Bali,Ubud,lodging,Budget & Hostel,Nuriani Guesthouse,7011,15,5.0,15.0,40.0,$15–40 / visit,9.238257125363159,0.14,0.8005,0.1995,0.8005,148
SEA,Thailand,Chiang Mai,Old City,retail,Premium Retail,J.I.B Computer Group,5311,19,50.0,20.0,60.0,$20–60 / visit,6.775657854032401,0.31,0.4571,0.5428999999999999,0.4571,149
SEA,Vietnam,Hanoi,Ba Dinh,retail,Premium Retail,thai an,5311,15,55.0,20.0,50.0,$20–50 / visit,6.5690824553699265,0.29,0.316,0.6839999999999999,0.316,150
SEA,Malaysia,Penang,George Town,lodging,Budget & Hostel,Old Penang Guesthouse,7011,23,55.0,30.0,85.0,$30–85 / visit,6.44396565490119,0.33,0.4729,0.5271,0.4729,151
SEA,Indonesia,Yogyakarta,Malioboro,transport,Local Transit,Malioboro 2,4111,17,5.0,5.0,10.0,$5–10 / visit,6.393013742694426,0.19,0.8005,0.1995,0.8005,152
SEA,Vietnam,Da Nang,Han River,dining,Cafe & Coffee,CafeHai Ha,5812,11,25.0,15.0,40.0,$15–40 / visit,6.1628302636824746,0.21,0.316,0.6839999999999999,0.316,153
SEA,Thailand,Bangkok,Khao San,transport,Rail & Metro,Airport Rail Link,4111,20,20.0,10.0,25.0,$10–25 / visit,6.032652419089664,0.22,0.4571,0.5428999999999999,0.4571,154
SEA,Indonesia,Bali,Ubud,lodging,Hotel,Cendana Resort & Spa,7011,15,15.0,20.0,60.0,$20–60 / visit,5.890572815052014,0.14,0.8005,0.1995,0.8005,155
SEA,Thailand,Chiang Mai,Old City,lodging,Budget & Hostel,Traveller Inn,7011,19,30.0,20.0,65.0,$20–65 / visit,4.32035019348825,0.31,0.4571,0.5428999999999999,0.4571,156
SEA,Vietnam,Hanoi,Ba Dinh,retail,Premium Retail,tạp hóa,5311,15,25.0,15.0,35.0,$15–35 / visit,4.188631903868564,0.29,0.316,0.6839999999999999,0.316,157
SEA,Malaysia,Penang,George Town,retail,Premium Retail,Mercedes-Benz Georgetown,5311,21,50.0,15.0,50.0,$15–50 / visit,4.108853909648854,0.33,0.4729,0.5271,0.4729,158
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Hotel,Gaotama Hotel,7011,17,15.0,20.0,50.0,$20–50 / visit,4.076365536046859,0.19,0.8005,0.1995,0.8005,159
SEA,Vietnam,Da Nang,Han River,dining,Fine Dining,Nha Que,5812,10,70.0,25.0,45.0,$25–45 / visit,3.9295940697905647,0.21,0.316,0.6839999999999999,0.316,160
SEA,Thailand,Bangkok,Khao San,transport,City Transport,Chao Phraya Express Boat,4111,20,10.0,5.0,15.0,$5–15 / visit,3.846589011360745,0.22,0.4571,0.5428999999999999,0.4571,161
SEA,Indonesia,Bali,Ubud,dining,Casual Dining,Bali Bohemia,5812,15,10.0,10.0,15.0,$10–15 / visit,3.7559950560550646,0.14,0.8005,0.1995,0.8005,162
SEA,Thailand,Chiang Mai,Old City,retail,Premium Retail,Tattoo Studio,5311,19,45.0,15.0,50.0,$15–50 / visit,2.754776908232671,0.31,0.4571,0.5428999999999999,0.4571,163
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,Nhà Hàng Chả Cá Thủy Hồng,5812,14,50.0,20.0,105.0,$20–105 / visit,2.67078961868769,0.29,0.316,0.6839999999999999,0.316,164
SEA,Malaysia,Penang,George Town,lodging,Budget & Hostel,The Frame Guesthouse,7011,19,45.0,25.0,80.0,$25–80 / visit,2.619920923693283,0.33,0.4729,0.5271,0.4729,165
SEA,Indonesia,Yogyakarta,Malioboro,retail,General Retail,boomerang,5311,17,10.0,5.0,20.0,$5–20 / visit,2.5992054220842467,0.19,0.8005,0.1995,0.8005,166
SEA,Vietnam,Da Nang,Han River,dining,Fine Dining,Ca Phe 83,5812,10,30.0,15.0,45.0,$15–45 / visit,2.5056198033444406,0.21,0.316,0.6839999999999999,0.316,167
SEA,Thailand,Bangkok,Khao San,transport,Premium Transport,BTS Skytrain,4111,19,15.0,5.0,15.0,$5–15 / visit,2.452693441362577,0.22,0.4571,0.5428999999999999,0.4571,168
SEA,Indonesia,Bali,Ubud,dining,Cafe & Coffee,Clear Cafe,5812,15,10.0,5.0,15.0,$5–15 / visit,2.394928185092911,0.14,0.8005,0.1995,0.8005,169
SEA,Thailand,Chiang Mai,Old City,lodging,Budget & Hostel,Frangipani Serviced Residences,7011,19,25.0,25.0,55.0,$25–55 / visit,1.7565233081267426,0.31,0.4571,0.5428999999999999,0.4571,170
SEA,Vietnam,Hanoi,Ba Dinh,retail,Premium Retail,Cửa Hàng Thời Trang Maily,5311,14,40.0,15.0,50.0,$15–50 / visit,1.7029706479344533,0.29,0.316,0.6839999999999999,0.316,171
SEA,Malaysia,Penang,George Town,lodging,Budget & Hostel,Page 63 Hostel,7011,19,35.0,30.0,80.0,$30–80 / visit,1.6705353359697583,0.33,0.4729,0.5271,0.4729,172
SEA,Indonesia,Yogyakarta,Malioboro,retail,General Retail,Massage,5311,16,10.0,5.0,20.0,$5–20 / visit,1.65732654896887,0.19,0.8005,0.1995,0.8005,173
SEA,Vietnam,Da Nang,Han River,dining,Cafe & Coffee,HoaTieu Coffee,5812,10,35.0,15.0,30.0,$15–30 / visit,1.5976537238734334,0.21,0.316,0.6839999999999999,0.316,174
SEA,Thailand,Bangkok,Khao San,transport,Premium Transport,Phra Pin Klao Pier (Thon Buri) 12,4111,19,15.0,5.0,30.0,$5–30 / visit,1.5639063855108728,0.22,0.4571,0.5428999999999999,0.4571,175
SEA,Indonesia,Bali,Ubud,lodging,Budget & Hostel,Inata Bisma,7011,14,10.0,15.0,55.0,$15–55 / visit,1.5270736319276872,0.14,0.8005,0.1995,0.8005,176
SEA,Thailand,Chiang Mai,Old City,lodging,Budget & Hostel,Rachamankha,7011,19,25.0,20.0,55.0,$20–55 / visit,1.1200087102414218,0.31,0.4571,0.5428999999999999,0.4571,177
SEA,Vietnam,Hanoi,Ba Dinh,lodging,Hotel,Vanmieu Hotel,7011,14,30.0,25.0,75.0,$25–75 / visit,1.0858620265085834,0.29,0.316,0.6839999999999999,0.316,178
SEA,Malaysia,Penang,George Town,dining,Fine Dining,Micke's Place,5812,19,45.0,20.0,50.0,$20–50 / visit,1.0651803584932593,0.33,0.4729,0.5271,0.4729,179
SEA,Indonesia,Yogyakarta,Malioboro,retail,General Retail,Telephone & SimCard,5311,16,20.0,5.0,20.0,$5–20 / visit,1.0567580640527172,0.19,0.8005,0.1995,0.8005,180
SEA,Vietnam,Da Nang,Han River,dining,Cafe & Coffee,PhoCoffee,5812,9,40.0,15.0,60.0,$15–60 / visit,1.018708990885056,0.21,0.316,0.6839999999999999,0.316,181
SEA,Thailand,Bangkok,Khao San,transport,City Transport,Sanam Luang,4111,19,15.0,5.0,20.0,$5–20 / visit,0.9971907379027821,0.22,0.4571,0.5428999999999999,0.4571,182
SEA,Indonesia,Bali,Ubud,lodging,Budget & Hostel,Sri Ratih Cottages,7011,13,15.0,15.0,45.0,$15–45 / visit,0.9737051373163952,0.14,0.8005,0.1995,0.8005,183
SEA,Thailand,Chiang Mai,Old City,dining,Fast Food,McDonald's,5812,19,50.0,20.0,55.0,$20–55 / visit,0.7141490837115212,0.31,0.4571,0.5428999999999999,0.4571,184
SEA,Vietnam,Hanoi,Ba Dinh,retail,Premium Retail,Cửa Hàng Làm Tóc Cao Minh,5311,14,45.0,15.0,40.0,$15–40 / visit,0.6923761968789383,0.29,0.316,0.6839999999999999,0.316,185
SEA,Malaysia,Penang,George Town,lodging,Budget & Hostel,Guest Inn,7011,18,40.0,25.0,90.0,$25–90 / visit,0.6791889831298719,0.33,0.4729,0.5271,0.4729,186
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Hotel,Andrea hotel,7011,16,10.0,20.0,55.0,$20–55 / visit,0.6738186910933348,0.19,0.8005,0.1995,0.8005,187
SEA,Vietnam,Da Nang,Han River,dining,Casual Dining,CaPhe Bar Diem Tam Nguyen Thy,5812,9,20.0,10.0,25.0,$10–25 / visit,0.6495575308985224,0.21,0.316,0.6839999999999999,0.316,188
SEA,Thailand,Bangkok,Khao San,transport,Premium Transport,BMTA,4111,17,25.0,10.0,20.0,$10–20 / visit,0.6358368870233053,0.22,0.4571,0.5428999999999999,0.4571,189
SEA,Indonesia,Bali,Ubud,dining,Casual Dining,Bollero,5812,13,10.0,5.0,15.0,$5–15 / visit,0.6208618069316802,0.14,0.8005,0.1995,0.8005,190
SEA,Thailand,Chiang Mai,Old City,dining,Fine Dining,SP Chicken,5812,19,40.0,20.0,45.0,$20–45 / visit,0.45536156022936186,0.31,0.4571,0.5428999999999999,0.4571,191
SEA,Vietnam,Hanoi,Ba Dinh,retail,Premium Retail,Cửa Hàng Thời Trang Indigo,5311,14,60.0,10.0,80.0,$10–80 / visit,0.4414785546428319,0.29,0.316,0.6839999999999999,0.316,192
SEA,Malaysia,Penang,George Town,dining,Fine Dining,Tek Sen,5812,17,45.0,20.0,60.0,$20–60 / visit,0.4330700159149735,0.33,0.4729,0.5271,0.4729,193
SEA,Indonesia,Yogyakarta,Malioboro,retail,Convenience,Alfamart,5311,16,5.0,5.0,15.0,$5–15 / visit,0.4296457665300472,0.19,0.8005,0.1995,0.8005,194
SEA,Vietnam,Da Nang,Han River,dining,Cafe & Coffee,CafeThoang Sai Gon,5812,8,25.0,15.0,25.0,$15–25 / visit,0.4141761677988262,0.21,0.316,0.6839999999999999,0.316,195
SEA,Thailand,Bangkok,Khao San,transport,City Transport,Wat Daowaduengsaram,4111,17,10.0,5.0,15.0,$5–15 / visit,0.405427499005611,0.22,0.4571,0.5428999999999999,0.4571,196
SEA,Indonesia,Bali,Ubud,dining,Street & Local,Juice ja café,5812,13,5.0,5.0,15.0,$5–15 / visit,0.3958789663664001,0.14,0.8005,0.1995,0.8005,197
SEA,Thailand,Chiang Mai,Old City,lodging,Hotel,BP Chiang Mai City Hotel,7011,18,25.0,20.0,55.0,$20–55 / visit,0.29035134996865375,0.31,0.4571,0.5428999999999999,0.4571,198
SEA,Vietnam,Hanoi,Ba Dinh,retail,Premium Retail,OH,5311,14,30.0,10.0,60.0,$10–60 / visit,0.2814991547775599,0.29,0.316,0.6839999999999999,0.316,199
SEA,Malaysia,Penang,George Town,lodging,Mid-scale Hotel,Dream Catcher Traveller's Refuge,7011,16,40.0,25.0,80.0,$25–80 / visit,0.27613763377067546,0.33,0.4729,0.5271,0.4729,200
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Budget & Hostel,Losmen Red Palm,7011,16,20.0,20.0,50.0,$20–50 / visit,0.27395423596467294,0.19,0.8005,0.1995,0.8005,201
SEA,Vietnam,Da Nang,Han River,dining,Fine Dining,CaPhe Dragon,5812,8,40.0,15.0,50.0,$15–50 / visit,0.2640903843193551,0.21,0.316,0.6839999999999999,0.316,202
SEA,Thailand,Bangkok,Khao San,transport,Premium Transport,Maharaj,4111,16,15.0,5.0,20.0,$5–20 / visit,0.25851198680758614,0.22,0.4571,0.5428999999999999,0.4571,203
SEA,Indonesia,Bali,Ubud,dining,Street & Local,Agung Raka Resort & Villa,5812,12,5.0,5.0,10.0,$5–10 / visit,0.25242357359014594,0.14,0.8005,0.1995,0.8005,204
SEA,Thailand,Chiang Mai,Old City,retail,Premium Retail,Night Bazaar,5311,18,30.0,10.0,35.0,$10–35 / visit,0.18513619460139938,0.31,0.4571,0.5428999999999999,0.4571,205
SEA,Vietnam,Hanoi,Ba Dinh,retail,Premium Retail,Street Market,5311,14,40.0,15.0,85.0,$15–85 / visit,0.1794917857439071,0.29,0.316,0.6839999999999999,0.316,206
SEA,Malaysia,Penang,George Town,lodging,Mid-scale Hotel,Straits Heritage,7011,16,75.0,25.0,85.0,$25–85 / visit,0.17607312901440603,0.33,0.4729,0.5271,0.4729,207
SEA,Indonesia,Yogyakarta,Malioboro,retail,Local Shops,Bromo Tour & Travel,5311,15,10.0,5.0,15.0,$5–15 / visit,0.17468093310710958,0.19,0.8005,0.1995,0.8005,208
SEA,Vietnam,Da Nang,Han River,dining,Fine Dining,Loc Thu,5812,8,25.0,15.0,35.0,$15–35 / visit,0.16839146361463478,0.21,0.316,0.6839999999999999,0.316,209
SEA,Thailand,Bangkok,Khao San,transport,Premium Transport,Rama 8 Bridge,4111,16,20.0,5.0,30.0,$5–30 / visit,0.16483452032019402,0.22,0.4571,0.5428999999999999,0.4571,210
SEA,Indonesia,Bali,Ubud,dining,Street & Local,Sari Organik,5812,12,5.0,5.0,15.0,$5–15 / visit,0.16095237665404805,0.14,0.8005,0.1995,0.8005,211
SEA,Thailand,Chiang Mai,Old City,retail,Premium Retail,Skill Tattoo Studio,5311,18,65.0,20.0,60.0,$20–60 / visit,0.11804804956197966,0.31,0.4571,0.5428999999999999,0.4571,212
SEA,Vietnam,Hanoi,Ba Dinh,retail,Premium Retail,Viettel,5311,14,40.0,10.0,35.0,$10–35 / visit,0.11444901557517927,0.29,0.316,0.6839999999999999,0.316,213
SEA,Malaysia,Penang,George Town,lodging,Budget & Hostel,Red Inn Court,7011,16,35.0,25.0,90.0,$25–90 / visit,0.11226918380371818,0.33,0.4729,0.5271,0.4729,214
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Budget & Hostel,Ismoyo,7011,15,10.0,15.0,50.0,$15–50 / visit,0.11138148050065334,0.19,0.8005,0.1995,0.8005,215
SEA,Vietnam,Da Nang,Han River,dining,Cafe & Coffee,Cafe61,5812,7,30.0,15.0,25.0,$15–25 / visit,0.10737113769348422,0.21,0.316,0.6839999999999999,0.316,216
SEA,Thailand,Bangkok,Khao San,transport,City Transport,Phanfa Leelard,4111,16,15.0,5.0,25.0,$5–25 / visit,0.10510313051522653,0.22,0.4571,0.5428999999999999,0.4571,217
SEA,Indonesia,Bali,Ubud,dining,Street & Local,Bamboo Café,5812,11,5.0,5.0,15.0,$5–15 / visit,0.1026277664250517,0.14,0.8005,0.1995,0.8005,218
SEA,Thailand,Chiang Mai,Old City,lodging,Mid-scale Hotel,137 Pillars House,7011,18,70.0,25.0,105.0,$25–105 / visit,0.07527075964476027,0.31,0.4571,0.5428999999999999,0.4571,219
SEA,Vietnam,Hanoi,Ba Dinh,retail,Premium Retail,L'Espace bookshop,5311,13,85.0,25.0,60.0,$25–60 / visit,0.0729759142561328,0.29,0.316,0.6839999999999999,0.316,220
SEA,Malaysia,Penang,George Town,lodging,Budget & Hostel,Just Inn,7011,15,35.0,20.0,85.0,$20–85 / visit,0.07158599215284966,0.33,0.4729,0.5271,0.4729,221
SEA,Indonesia,Yogyakarta,Malioboro,retail,Local Shops,Twins,5311,15,5.0,5.0,15.0,$5–15 / visit,0.0710199675365279,0.19,0.8005,0.1995,0.8005,222
SEA,Vietnam,Da Nang,Han River,dining,Cafe & Coffee,Cafe Dong Xanh,5812,7,40.0,20.0,35.0,$20–35 / visit,0.06846286006502353,0.21,0.316,0.6839999999999999,0.316,223
SEA,Thailand,Bangkok,Khao San,transport,Rail & Metro,Public Minivan Station (to Kanchanaburi / Koh Chang),4111,16,20.0,5.0,20.0,$5–20 / visit,0.06701671484008616,0.22,0.4571,0.5428999999999999,0.4571,224
SEA,Indonesia,Bali,Ubud,dining,Street & Local,Warung Garasi,5812,11,5.0,5.0,10.0,$5–10 / visit,0.06543835301067705,0.14,0.8005,0.1995,0.8005,225
SEA,Thailand,Chiang Mai,Old City,retail,Premium Retail,Moonlight Thai Massage,5311,17,30.0,15.0,35.0,$15–35 / visit,0.047994755343455445,0.31,0.4571,0.5428999999999999,0.4571,226
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,Nhà Hàng Chả Cá Văn Miếu,5812,13,45.0,15.0,60.0,$15–60 / visit,0.04653149732004716,0.29,0.316,0.6839999999999999,0.316,227
SEA,Malaysia,Penang,George Town,lodging,Hotel,Eastern & Oriental Hotel,7011,15,35.0,25.0,70.0,$25–70 / visit,0.04564524385843247,0.33,0.4729,0.5271,0.4729,228
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Budget & Hostel,The Phoenix Yogyakarta,7011,15,10.0,20.0,45.0,$20–45 / visit,0.045284330628554796,0.19,0.8005,0.1995,0.8005,229
SEA,Vietnam,Da Nang,Han River,dining,Fine Dining,Ca Phe New Life,5812,7,25.0,10.0,35.0,$10–35 / visit,0.04365384691800089,0.21,0.316,0.6839999999999999,0.316,230
SEA,Thailand,Bangkok,Khao San,transport,Premium Transport,Phra Arthit,4111,15,15.0,5.0,20.0,$5–20 / visit,0.042731744011247415,0.22,0.4571,0.5428999999999999,0.4571,231
SEA,Indonesia,Bali,Ubud,dining,Street & Local,L.O.L. Bar&Restaurant,5812,11,5.0,5.0,15.0,$5–15 / visit,0.04172533607537094,0.14,0.8005,0.1995,0.8005,232
SEA,Thailand,Chiang Mai,Old City,retail,General Retail,Jumjim 2,5311,17,25.0,10.0,45.0,$10–45 / visit,0.03060280713718659,0.31,0.4571,0.5428999999999999,0.4571,233
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,Cà Phê Trang,5812,13,115.0,45.0,75.0,$45–75 / visit,0.029669792628375043,0.29,0.316,0.6839999999999999,0.316,234
SEA,Malaysia,Penang,George Town,lodging,Mid-scale Hotel,Jim's Place,7011,15,55.0,25.0,85.0,$25–85 / visit,0.02910469247177728,0.33,0.4729,0.5271,0.4729,235
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Budget & Hostel,Homey Home,7011,15,15.0,15.0,55.0,$15–55 / visit,0.02887456403611453,0.19,0.8005,0.1995,0.8005,236
SEA,Vietnam,Da Nang,Han River,dining,Cafe & Coffee,Cafe34,5812,6,20.0,10.0,40.0,$10–40 / visit,0.027834921721504754,0.21,0.316,0.6839999999999999,0.316,237
SEA,Thailand,Bangkok,Khao San,transport,Premium Transport,Phra Pinklao Bridge N12,4111,15,20.0,5.0,35.0,$5–35 / visit,0.027246962949466474,0.22,0.4571,0.5428999999999999,0.4571,238
SEA,Indonesia,Bali,Ubud,dining,Street & Local,LaRaMona Tapas,5812,11,5.0,5.0,10.0,$5–10 / visit,0.026605248917536073,0.14,0.8005,0.1995,0.8005,239
SEA,Thailand,Chiang Mai,Old City,lodging,Budget & Hostel,Na Inn,7011,17,55.0,35.0,110.0,$35–110 / visit,0.0195132113493219,0.31,0.4571,0.5428999999999999,0.4571,240
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,Cà Phê Goethe,5812,13,135.0,20.0,90.0,$20–90 / visit,0.018918295032632097,0.29,0.316,0.6839999999999999,0.316,241
SEA,Malaysia,Penang,George Town,dining,Fine Dining,Sri Malaya,5812,14,45.0,20.0,45.0,$20–45 / visit,0.018557971264299488,0.33,0.4729,0.5271,0.4729,242
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Hotel,Hotel Gaotama,7011,15,10.0,15.0,45.0,$15–45 / visit,0.01841123489523224,0.19,0.8005,0.1995,0.8005,243
SEA,Vietnam,Da Nang,Han River,dining,Fine Dining,CaPhe Kien Viet,5812,6,65.0,25.0,50.0,$25–50 / visit,0.017748329687819905,0.21,0.316,0.6839999999999999,0.316,244
SEA,Thailand,Bangkok,Khao San,dining,Casual Dining,Karim Roti-Mataba,5812,14,20.0,10.0,35.0,$10–35 / visit,0.017373430622775327,0.22,0.4571,0.5428999999999999,0.4571,245
SEA,Indonesia,Bali,Ubud,lodging,Budget & Hostel,Adi House,7011,10,15.0,20.0,45.0,$20–45 / visit,0.016964255690725787,0.14,0.8005,0.1995,0.8005,246
SEA,Thailand,Chiang Mai,Old City,dining,Cafe & Coffee,Our House Coffee Shop,5812,17,75.0,25.0,80.0,$25–80 / visit,0.01244217288487319,0.31,0.4571,0.5428999999999999,0.4571,247
SEA,Vietnam,Hanoi,Ba Dinh,lodging,Budget & Hostel,Khách Sạn Mai,7011,13,15.0,20.0,50.0,$20–50 / visit,0.012062837493492634,0.29,0.316,0.6839999999999999,0.316,248
SEA,Malaysia,Penang,George Town,lodging,Mid-scale Hotel,100 Cintra St,7011,14,50.0,30.0,110.0,$30–110 / visit,0.011833084915105319,0.33,0.4729,0.5271,0.4729,249
SEA,Indonesia,Yogyakarta,Malioboro,dining,Street & Local,Mi casa es tu casa,5812,14,10.0,5.0,15.0,$5–15 / visit,0.011739521675321279,0.19,0.8005,0.1995,0.8005,250
SEA,Vietnam,Da Nang,Han River,dining,Fine Dining,CaPhe New Life,5812,5,45.0,25.0,40.0,$25–40 / visit,0.011316834653218397,0.21,0.316,0.6839999999999999,0.316,251
SEA,Thailand,Bangkok,Khao San,dining,Fine Dining,Nattaporn Ice Cream,5812,14,30.0,15.0,40.0,$15–40 / visit,0.011077788455329295,0.22,0.4571,0.5428999999999999,0.4571,252
SEA,Indonesia,Bali,Ubud,lodging,Budget & Hostel,Ubud Bungalow,7011,10,5.0,15.0,40.0,$15–40 / visit,0.010816886999716582,0.14,0.8005,0.1995,0.8005,253
SEA,Thailand,Chiang Mai,Old City,lodging,Budget & Hostel,Siri Guesthouse,7011,16,40.0,20.0,80.0,$20–80 / visit,0.007933479698740201,0.31,0.4571,0.5428999999999999,0.4571,254
SEA,Vietnam,Hanoi,Ba Dinh,lodging,Hotel,Royal Hotel,7011,12,40.0,25.0,100.0,$25–100 / visit,0.007691604774289496,0.29,0.316,0.6839999999999999,0.316,255
SEA,Malaysia,Penang,George Town,dining,Fine Dining,Stardust,5812,14,110.0,30.0,75.0,$30–75 / visit,0.0075451080624020575,0.33,0.4729,0.5271,0.4729,256
SEA,Indonesia,Yogyakarta,Malioboro,dining,Casual Dining,Nasi Goreng Sapi Padmanaba,5812,14,10.0,5.0,15.0,$5–15 / visit,0.007485449506758815,0.19,0.8005,0.1995,0.8005,257
SEA,Vietnam,Da Nang,Han River,dining,Cafe & Coffee,MeTrang Coffee,5812,5,15.0,10.0,15.0,$10–15 / visit,0.007215932362140885,0.21,0.316,0.6839999999999999,0.316,258
SEA,Thailand,Bangkok,Khao San,dining,Fine Dining,Pen,5812,14,25.0,15.0,35.0,$15–35 / visit,0.007063509776828644,0.22,0.4571,0.5428999999999999,0.4571,259
SEA,Indonesia,Bali,Ubud,lodging,Budget & Hostel,Dewi Ayu 2,7011,10,10.0,15.0,40.0,$15–40 / visit,0.00689715166393088,0.14,0.8005,0.1995,0.8005,260
SEA,Thailand,Chiang Mai,Old City,retail,Premium Retail,Nuad Thai House,5311,16,30.0,15.0,30.0,$15–30 / visit,0.005058609996236582,0.31,0.4571,0.5428999999999999,0.4571,261
SEA,Vietnam,Hanoi,Ba Dinh,dining,Cafe & Coffee,Manzi Art Space and Cafe,5812,12,85.0,25.0,100.0,$25–100 / visit,0.004904383735235423,0.29,0.316,0.6839999999999999,0.316,262
SEA,Malaysia,Penang,George Town,dining,Cafe & Coffee,Toh Soon Cafe,5812,14,65.0,25.0,60.0,$25–60 / visit,0.004810973307615968,0.33,0.4729,0.5271,0.4729,263
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Budget & Hostel,The 101,7011,14,20.0,20.0,60.0,$20–60 / visit,0.004772933333052743,0.19,0.8005,0.1995,0.8005,264
SEA,Vietnam,Da Nang,Han River,dining,Cafe & Coffee,YoungCafe,5812,5,40.0,20.0,40.0,$20–40 / visit,0.004601081614299661,0.21,0.316,0.6839999999999999,0.316,265
SEA,Thailand,Bangkok,Khao San,dining,Fast Food,McDonald's,5812,14,30.0,10.0,30.0,$10–30 / visit,0.004503892682961604,0.22,0.4571,0.5428999999999999,0.4571,266
SEA,Indonesia,Bali,Ubud,lodging,Budget & Hostel,Bayu Guest House,7011,10,5.0,15.0,45.0,$15–45 / visit,0.004397818066927316,0.14,0.8005,0.1995,0.8005,267
SEA,Thailand,Chiang Mai,Old City,dining,Cafe & Coffee,Coffee & Relax,5812,16,45.0,20.0,50.0,$20–50 / visit,0.00322551214167578,0.31,0.4571,0.5428999999999999,0.4571,268
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,Cây Si,5812,12,40.0,20.0,40.0,$20–40 / visit,0.003127173135942073,0.29,0.316,0.6839999999999999,0.316,269
SEA,Malaysia,Penang,George Town,lodging,Budget & Hostel,Red Inn Heritage,7011,14,90.0,45.0,110.0,$45–110 / visit,0.00306761201763688,0.33,0.4729,0.5271,0.4729,270
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Mid-scale Hotel,Pego Homestay,7011,14,35.0,25.0,60.0,$25–60 / visit,0.0030433566589683912,0.19,0.8005,0.1995,0.8005,271
SEA,Vietnam,Da Nang,Han River,dining,Fine Dining,Bebe Li,5812,5,30.0,15.0,30.0,$15–30 / visit,0.0029337791651867914,0.21,0.316,0.6839999999999999,0.316,272
SEA,Thailand,Bangkok,Khao San,dining,Fine Dining,Asahi,5812,13,50.0,15.0,45.0,$15–45 / visit,0.002871808766539611,0.22,0.4571,0.5428999999999999,0.4571,273
SEA,Indonesia,Bali,Ubud,dining,Street & Local,Donna,5812,10,5.0,5.0,15.0,$5–15 / visit,0.0028041726051836794,0.14,0.8005,0.1995,0.8005,274
SEA,Thailand,Chiang Mai,Old City,retail,Premium Retail,Bloodline Tattoo,5311,16,25.0,15.0,55.0,$15–55 / visit,0.0020566773449302964,0.31,0.4571,0.5428999999999999,0.4571,275
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,Nhà Hàng Hưng Phát,5812,12,40.0,15.0,55.0,$15–55 / visit,0.00199397362647199,0.29,0.316,0.6839999999999999,0.316,276
SEA,Malaysia,Penang,George Town,lodging,Mid-scale Hotel,Xavier Lodge,7011,14,75.0,40.0,90.0,$40–90 / visit,0.001955995780698525,0.33,0.4729,0.5271,0.4729,277
SEA,Indonesia,Yogyakarta,Malioboro,dining,Casual Dining,Angkringan KR Yogyakarta,5812,14,10.0,10.0,20.0,$10–20 / visit,0.0019405298811838133,0.19,0.8005,0.1995,0.8005,278
SEA,Thailand,Bangkok,Khao San,transport,Ride-hail & Taxi,Grab,4111,13,15.0,5.0,15.0,$5–15 / visit,0.0018311461156198573,0.22,0.4571,0.5428999999999999,0.4571,279
SEA,Indonesia,Bali,Ubud,lodging,Budget & Hostel,Angga Homestay,7011,10,20.0,20.0,50.0,$20–50 / visit,0.0017880193950716825,0.14,0.8005,0.1995,0.8005,280
