decline_id,trip_id,member_id,category,dest_district,reason
D00488,T003928,M02415,lodging,Malioboro,card_not_accepted
D00489,T006077,M04843,transport,Old City,card_not_accepted
D00490,T005604,M02255,retail,Khao San,card_not_accepted
D00491,T014754,M00718,dining,Old Quarter,card_not_accepted
D00492,T010380,M00862,retail,Old Quarter,card_not_accepted
D00493,T004707,M01488,dining,Malioboro,card_not_accepted
D00494,T013632,M00402,retail,Ubud,card_not_accepted
D00495,T014696,M01044,retail,Ubud,card_not_accepted
D00496,T011721,M00789,retail,Old City,card_not_accepted
D00497,T012816,M00103,dining,Malioboro,card_not_accepted
D00498,T006859,M00445,dining,Ubud,card_not_accepted
D00499,T014490,M02096,transport,Ubud,card_not_accepted
D00500,T014253,M04276,lodging,Old Quarter,card_not_accepted
D00501,T000373,M03543,retail,Ubud,card_not_accepted
D00502,T003077,M04469,retail,Ba Dinh,card_not_accepted
D00503,T000556,M00129,retail,Old City,card_not_accepted
D00504,T000307,M00597,retail,Malioboro,card_not_accepted
D00505,T009605,M00771,dining,Khao San,card_not_accepted
D00506,T010248,M04703,dining,George Town,card_not_accepted
D00507,T009686,M03441,retail,Han River,card_not_accepted
D00508,T014132,M04947,retail,Old Quarter,card_not_accepted
D00509,T000637,M02356,transport,Ubud,card_not_accepted
D00510,T008278,M01132,dining,Old City,card_not_accepted
D00511,T004876,M02822,lodging,Khao San,card_not_accepted
D00512,T001426,M02072,transport,Khao San,card_not_accepted
D00513,T000971,M01994,dining,Old City,card_not_accepted
D00514,T007936,M02490,lodging,Malioboro,card_not_accepted
D00515,T011342,M04137,lodging,Khao San,card_not_accepted
D00516,T010096,M02297,retail,Han River,card_not_accepted
D00517,T009905,M02864,lodging,Han River,card_not_accepted
D00518,T000892,M01140,lodging,Khao San,card_not_accepted
D00519,T012702,M01242,dining,Ubud,card_not_accepted
D00520,T011753,M01404,retail,George Town,card_not_accepted
D00521,T005038,M00835,lodging,Khao San,card_not_accepted
D00522,T006682,M02939,dining,Malioboro,card_not_accepted
D00523,T012585,M00724,transport,Old City,card_not_accepted
D00524,T007536,M03127,dining,Han River,card_not_accepted
D00525,T007707,M01418,lodging,Old Quarter,card_not_accepted
D00526,T000587,M01091,dining,Ubud,card_not_accepted
D00527,T005627,M00475,transport,Ubud,card_not_accepted
D00528,T006103,M03812,transport,Old Quarter,card_not_accepted
D00529,T003573,M04831,lodging,Old City,card_not_accepted
D00530,T005703,M00824,retail,Malioboro,card_not_accepted
D00531,T009878,M04452,dining,Ubud,card_not_accepted
D00532,T012257,M03342,retail,Khao San,card_not_accepted
D00533,T014414,M04993,retail,George Town,card_not_accepted
D00534,T007913,M04562,transport,Ba Dinh,card_not_accepted
D00535,T011025,M02839,transport,Ubud,card_not_accepted
D00536,T013523,M03692,retail,Old Quarter,card_not_accepted
D00537,T000173,M01100,transport,George Town,card_not_accepted
D00538,T002011,M03482,retail,Old Quarter,card_not_accepted
D00539,T002880,M02644,dining,Ubud,card_not_accepted
D00540,T001187,M03914,dining,Khao San,card_not_accepted
D00541,T008967,M04444,transport,George Town,card_not_accepted
D00542,T003950,M00470,transport,Khao San,card_not_accepted
D00543,T000532,M04361,lodging,Malioboro,card_not_accepted
D00544,T014285,M00294,transport,Ubud,card_not_accepted
D00545,T004854,M01034,dining,Khao San,card_not_accepted
D00546,T001314,M01901,retail,Ba Dinh,card_not_accepted
D00547,T009680,M04627,dining,Malioboro,card_not_accepted
D00548,T014385,M02581,transport,George Town,card_not_accepted
D00549,T010486,M02965,dining,Khao San,card_not_accepted
D00550,T013782,M00710,lodging,Old Quarter,card_not_accepted
D00551,T002593,M01849,dining,Malioboro,card_not_accepted
D00552,T000561,M04318,retail,Ubud,card_not_accepted
D00553,T002474,M04673,transport,Ubud,card_not_accepted
D00554,T004580,M01821,transport,Malioboro,card_not_accepted
D00555,T002479,M03131,transport,Khao San,card_not_accepted
D00556,T013971,M00570,dining,Han River,card_not_accepted
D00557,T013249,M01307,lodging,Han River,card_not_accepted
D00558,T009799,M04551,dining,Malioboro,card_not_accepted
D00559,T000269,M01809,retail,Malioboro,card_not_accepted
D00560,T005824,M04110,transport,Ubud,card_not_accepted
D00561,T009322,M04361,transport,Old Quarter,card_not_accepted
D00562,T011101,M02026,lodging,Old Quarter,card_not_accepted
D00563,T008521,M03662,dining,Old City,card_not_accepted
D00564,T003239,M02642,dining,George Town,card_not_accepted
D00565,T007945,M04512,retail,Ba Dinh,card_not_accepted
D00566,T012308,M03250,retail,Old Quarter,card_not_accepted
D00567,T005626,M04628,retail,Ubud,card_not_accepted
D00568,T003663,M01459,dining,George Town,card_not_accepted
D00569,T012703,M03544,dining,Old Quarter,card_not_accepted
D00570,T012956,M04580,dining,Old Quarter,card_not_accepted
D00571,T006895,M01912,dining,Old Quarter,card_not_accepted
D00572,T009044,M04636,lodging,Ubud,card_not_accepted
D00573,T002641,M01800,lodging,Ubud,card_not_accepted
D00574,T005987,M03651,lodging,Ubud,card_not_accepted
D00575,T007910,M02101,dining,Ba Dinh,card_not_accepted
D00576,T002957,M00353,transport,Old Quarter,card_not_accepted
D00577,T012461,M02174,dining,Ba Dinh,card_not_accepted
D00578,T011703,M00924,retail,Han River,card_not_accepted
D00579,T014679,M01619,dining,Old City,card_not_accepted
D00580,T014833,M02272,transport,Ubud,card_not_accepted
D00581,T008323,M03971,lodging,Han River,card_not_accepted
D00582,T008627,M03912,transport,Ubud,card_not_accepted
D00583,T014969,M03900,transport,George Town,card_not_accepted
D00584,T000812,M04258,transport,Han River,card_not_accepted
D00585,T007895,M03004,lodging,Han River,card_not_accepted
D00586,T007588,M00515,lodging,Old Quarter,card_not_accepted
D00587,T012884,M01907,transport,Ba Dinh,card_not_accepted
D00588,T006140,M00381,transport,Khao San,card_not_accepted
D00589,T014331,M02154,dining,Malioboro,card_not_accepted
D00590,T012433,M03082,dining,Ubud,card_not_accepted
D00591,T012073,M03195,retail,Malioboro,card_not_accepted
D00592,T001858,M00833,retail,Khao San,card_not_accepted
D00593,T003944,M04258,transport,Ubud,card_not_accepted
D00594,T000356,M01314,dining,Ubud,card_not_accepted
D00595,T006772,M01638,dining,Ubud,card_not_accepted
D00596,T000991,M03886,lodging,Old City,card_not_accepted
D00597,T006144,M04058,transport,Old Quarter,card_not_accepted
D00598,T000243,M04751,transport,Ubud,card_not_accepted
D00599,T004129,M02271,retail,George Town,card_not_accepted
D00600,T010295,M03044,retail,Ba Dinh,card_not_accepted
D00601,T010168,M00703,retail,Ubud,card_not_accepted
D00602,T003105,M01614,lodging,Khao San,card_not_accepted
D00603,T003986,M04302,transport,Han River,card_not_accepted
D00604,T009322,M04361,dining,Old Quarter,card_not_accepted
D00605,T010794,M02753,lodging,Ubud,card_not_accepted
D00606,T001380,M00653,transport,Old City,card_not_accepted
D00607,T002378,M01165,transport,Khao San,card_not_accepted
D00608,T003387,M02627,transport,Ubud,card_not_accepted
D00609,T010114,M04911,dining,Malioboro,card_not_accepted
D00610,T001529,M03236,transport,Ubud,card_not_accepted
D00611,T009514,M04040,lodging,Han River,card_not_accepted
D00612,T012569,M00319,lodging,George Town,card_not_accepted
D00613,T000478,M04478,dining,Khao San,card_not_accepted
D00614,T009679,M01968,retail,Ubud,card_not_accepted
D00615,T002261,M01884,lodging,Ubud,card_not_accepted
D00616,T003891,M02296,transport,George Town,card_not_accepted
D00617,T000129,M01811,transport,Old Quarter,card_not_accepted
D00618,T009122,M03552,lodging,Old City,card_not_accepted
D00619,T007148,M02874,transport,Ubud,card_not_accepted
D00620,T010681,M01538,lodging,Malioboro,card_not_accepted
D00621,T011081,M03382,lodging,Old City,card_not_accepted
D00622,T014952,M04506,dining,Ubud,card_not_accepted
D00623,T002355,M04732,transport,Malioboro,card_not_accepted
D00624,T003246,M02483,dining,George Town,card_not_accepted
D00625,T007368,M03156,retail,Ubud,card_not_accepted
D00626,T003861,M02354,dining,Old City,card_not_accepted
D00627,T007090,M00565,dining,Ubud,card_not_accepted
D00628,T012023,M04627,retail,Old Quarter,card_not_accepted
D00629,T001833,M02350,lodging,Ubud,card_not_accepted
D00630,T012084,M00728,retail,Malioboro,card_not_accepted
D00631,T010434,M00094,transport,Ubud,card_not_accepted
D00632,T002319,M04123,retail,George Town,card_not_accepted
D00633,T003066,M03092,retail,Khao San,card_not_accepted
D00634,T011334,M02434,lodging,Han River,card_not_accepted
D00635,T002290,M00266,lodging,Han River,card_not_accepted
D00636,T001890,M02489,lodging,Old Quarter,card_not_accepted
D00637,T001296,M00414,transport,Ubud,card_not_accepted
D00638,T000054,M04580,lodging,Old City,card_not_accepted
D00639,T009950,M01989,lodging,Malioboro,card_not_accepted
D00640,T006911,M04648,transport,Ubud,card_not_accepted
D00641,T002993,M00803,transport,Ubud,card_not_accepted
D00642,T006018,M03522,dining,Old Quarter,card_not_accepted
D00643,T007850,M03123,dining,George Town,card_not_accepted
D00644,T000761,M03651,transport,Old City,card_not_accepted
D00645,T002355,M04732,retail,Malioboro,card_not_accepted
D00646,T011660,M02420,dining,Han River,card_not_accepted
D00647,T008245,M02065,retail,Ubud,card_not_accepted
D00648,T001141,M01036,lodging,Malioboro,card_not_accepted
D00649,T009689,M04091,retail,Old Quarter,card_not_accepted
D00650,T013421,M00378,retail,George Town,card_not_accepted
D00651,T001266,M00626,retail,George Town,card_not_accepted
D00652,T000513,M04604,transport,Ubud,card_not_accepted
D00653,T001195,M02956,lodging,George Town,card_not_accepted
D00654,T004537,M00718,transport,Old Quarter,card_not_accepted
D00655,T007358,M03461,transport,Old City,card_not_accepted
D00656,T003731,M03500,retail,Malioboro,card_not_accepted
D00657,T005703,M00824,lodging,Malioboro,card_not_accepted
D00658,T007953,M01044,dining,Ubud,card_not_accepted
D00659,T008062,M00603,retail,Ubud,card_not_accepted
D00660,T008103,M00388,lodging,Malioboro,card_not_accepted
D00661,T001277,M02130,retail,Ba Dinh,card_not_accepted
D00662,T003097,M01553,dining,Old City,card_not_accepted
D00663,T009993,M01900,retail,Ba Dinh,card_not_accepted
D00664,T005816,M00788,transport,Malioboro,card_not_accepted
D00665,T011947,M00747,dining,Ubud,card_not_accepted
D00666,T012914,M04388,transport,Old City,card_not_accepted
D00667,T003744,M00926,lodging,Old Quarter,card_not_accepted
D00668,T010386,M02911,retail,Old Quarter,card_not_accepted
D00669,T000484,M01766,transport,Old Quarter,card_not_accepted
D00670,T008815,M01653,transport,Khao San,card_not_accepted
D00671,T003998,M00041,lodging,Old City,card_not_accepted
D00672,T010888,M00061,dining,Khao San,card_not_accepted
D00673,T012934,M00548,retail,George Town,card_not_accepted
D00674,T006535,M01000,retail,Ubud,card_not_accepted
D00675,T000536,M01405,dining,Ba Dinh,card_not_accepted
D00676,T010347,M00559,retail,Han River,card_not_accepted
D00677,T005004,M00253,lodging,Han River,card_not_accepted
D00678,T005252,M03164,dining,Old City,card_not_accepted
D00679,T009379,M03371,retail,Old Quarter,card_not_accepted
D00680,T008355,M00123,transport,Malioboro,card_not_accepted
D00681,T004347,M00966,retail,Old City,card_not_accepted
D00682,T012609,M01012,retail,Ubud,card_not_accepted
D00683,T003251,M04110,lodging,Ubud,card_not_accepted
D00684,T011506,M02272,dining,Malioboro,card_not_accepted
D00685,T007007,M02541,dining,Old City,card_not_accepted
D00686,T011481,M02301,transport,George Town,card_not_accepted
D00687,T003395,M02181,dining,Han River,card_not_accepted
D00688,T005421,M04718,lodging,Old City,card_not_accepted
D00689,T000244,M02513,retail,Khao San,card_not_accepted
D00690,T010669,M01292,retail,Han River,card_not_accepted
D00691,T001858,M00833,lodging,Khao San,card_not_accepted
D00692,T003774,M02624,retail,Ubud,card_not_accepted
D00693,T001045,M04351,lodging,Ubud,card_not_accepted
D00694,T002355,M04732,dining,Malioboro,card_not_accepted
D00695,T003689,M01552,dining,Old Quarter,card_not_accepted
D00696,T014463,M02630,lodging,Malioboro,card_not_accepted
D00697,T012017,M03799,retail,Han River,card_not_accepted
D00698,T007799,M02744,lodging,Ubud,card_not_accepted
D00699,T009835,M02500,transport,Han River,card_not_accepted
D00700,T010257,M02228,lodging,Malioboro,card_not_accepted
D00701,T001949,M01714,transport,Old Quarter,card_not_accepted
D00702,T008387,M01821,dining,Khao San,card_not_accepted
D00703,T014190,M02732,transport,Ubud,card_not_accepted
D00704,T002884,M02841,dining,Ubud,card_not_accepted
D00705,T006736,M00824,lodging,George Town,card_not_accepted
D00706,T006883,M00498,retail,Ubud,card_not_accepted
D00707,T006882,M02167,dining,Khao San,card_not_accepted
D00708,T003944,M04258,dining,Ubud,card_not_accepted
D00709,T010208,M00007,lodging,Khao San,card_not_accepted
D00710,T001002,M02695,dining,Malioboro,card_not_accepted
D00711,T010295,M03044,transport,Ba Dinh,card_not_accepted
D00712,T009905,M02864,transport,Han River,card_not_accepted
D00713,T012685,M00614,retail,Old Quarter,card_not_accepted
D00714,T013069,M04050,transport,Khao San,card_not_accepted
D00715,T012308,M03250,transport,Old Quarter,card_not_accepted
D00716,T004211,M02417,retail,Ubud,card_not_accepted
D00717,T007719,M03746,transport,Old Quarter,card_not_accepted
D00718,T004124,M00914,retail,Ubud,card_not_accepted
D00719,T005831,M00945,transport,Ubud,card_not_accepted
D00720,T006625,M00338,retail,Ubud,card_not_accepted
D00721,T013286,M00544,transport,Old Quarter,card_not_accepted
D00722,T002731,M00470,lodging,Khao San,card_not_accepted
D00723,T009092,M04179,retail,Old Quarter,card_not_accepted
D00724,T007534,M04564,transport,Old Quarter,card_not_accepted
D00725,T004308,M00674,transport,Khao San,card_not_accepted
D00726,T006153,M00718,lodging,Old Quarter,card_not_accepted
D00727,T002554,M03329,lodging,Old City,card_not_accepted
D00728,T011441,M03253,dining,George Town,card_not_accepted
D00729,T002133,M01675,transport,Ba Dinh,card_not_accepted
D00730,T006234,M01788,transport,Ubud,card_not_accepted
D00731,T007297,M04129,retail,George Town,card_not_accepted
D00732,T002550,M00332,dining,Old City,card_not_accepted
D00733,T010698,M04664,lodging,Old City,card_not_accepted
D00734,T009676,M01194,retail,George Town,card_not_accepted
D00735,T009264,M04394,transport,Khao San,card_not_accepted
D00736,T007143,M04960,transport,Malioboro,card_not_accepted
D00737,T002671,M02579,dining,George Town,card_not_accepted
D00738,T002927,M04336,lodging,Old Quarter,card_not_accepted
D00739,T006104,M03487,lodging,Ubud,card_not_accepted
D00740,T010942,M02661,lodging,Old Quarter,card_not_accepted
D00741,T014874,M04779,lodging,Malioboro,card_not_accepted
D00742,T002582,M00711,lodging,Ubud,card_not_accepted
D00743,T000532,M04361,transport,Malioboro,card_not_accepted
D00744,T014443,M00241,lodging,Ubud,card_not_accepted
D00745,T012146,M04040,transport,George Town,card_not_accepted
D00746,T001911,M01789,retail,Ubud,card_not_accepted
D00747,T013337,M03979,transport,Old Quarter,card_not_accepted
D00748,T007989,M02494,lodging,Malioboro,card_not_accepted
D00749,T011699,M03164,lodging,Ubud,card_not_accepted
D00750,T002265,M03405,dining,Ubud,card_not_accepted
D00751,T009055,M04817,lodging,Khao San,card_not_accepted
D00752,T009504,M02544,transport,Old Quarter,card_not_accepted
D00753,T006697,M03814,retail,Old Quarter,card_not_accepted
D00754,T009400,M03299,transport,Ubud,card_not_accepted
D00755,T007921,M00659,transport,Ubud,card_not_accepted
D00756,T006690,M02304,dining,Khao San,card_not_accepted
D00757,T009391,M04143,retail,Ubud,card_not_accepted
D00758,T003120,M03318,retail,Ba Dinh,card_not_accepted
D00759,T006370,M01987,transport,Ubud,card_not_accepted
D00760,T014132,M04947,dining,Old Quarter,card_not_accepted
D00761,T002330,M04112,dining,George Town,card_not_accepted
D00762,T008847,M03184,retail,Ubud,card_not_accepted
D00763,T004240,M04514,dining,George Town,card_not_accepted
D00764,T003364,M03936,retail,Khao San,card_not_accepted
D00765,T006173,M00636,transport,Han River,card_not_accepted
D00766,T006967,M03232,transport,Malioboro,card_not_accepted
D00767,T002011,M03482,lodging,Old Quarter,card_not_accepted
D00768,T012203,M00163,transport,George Town,card_not_accepted
D00769,T004773,M04506,dining,Ubud,card_not_accepted
D00770,T009586,M04358,lodging,Han River,card_not_accepted
D00771,T009126,M01011,retail,George Town,card_not_accepted
D00772,T003839,M01512,retail,Ubud,card_not_accepted
D00773,T013570,M03852,dining,Han River,card_not_accepted
D00774,T008171,M03171,transport,George Town,card_not_accepted
D00775,T014094,M00251,dining,Han River,card_not_accepted
D00776,T001363,M01797,lodging,Old City,card_not_accepted
D00777,T014884,M01179,retail,Old City,card_not_accepted
D00778,T010291,M01240,transport,Malioboro,card_not_accepted
D00779,T011564,M00653,dining,Malioboro,card_not_accepted
D00780,T011222,M03957,dining,Malioboro,card_not_accepted
D00781,T014462,M01543,dining,Han River,card_not_accepted
D00782,T005501,M00982,dining,Malioboro,card_not_accepted
D00783,T012415,M02026,dining,George Town,card_not_accepted
D00784,T005192,M02973,lodging,Khao San,card_not_accepted
D00785,T014804,M03913,retail,Malioboro,card_not_accepted
D00786,T007062,M02819,transport,George Town,card_not_accepted
D00787,T012208,M00094,retail,Old Quarter,card_not_accepted
D00788,T003524,M00769,retail,Ubud,card_not_accepted
D00789,T000405,M00824,retail,Khao San,card_not_accepted
D00790,T000462,M04655,transport,Ba Dinh,card_not_accepted
D00791,T006598,M00329,lodging,Old City,card_not_accepted
D00792,T009598,M03036,dining,Malioboro,card_not_accepted
D00793,T004120,M01055,retail,Ubud,card_not_accepted
D00794,T003951,M03950,lodging,Ba Dinh,card_not_accepted
D00795,T008448,M04456,lodging,Old Quarter,card_not_accepted
D00796,T002353,M03601,lodging,Ubud,card_not_accepted
D00797,T002317,M00061,dining,Han River,card_not_accepted
D00798,T003364,M03936,transport,Khao San,card_not_accepted
D00799,T000294,M04885,retail,Old City,card_not_accepted
D00800,T000172,M00455,transport,Ubud,card_not_accepted
D00801,T000913,M02918,transport,Ubud,card_not_accepted
D00802,T011405,M01068,retail,Ba Dinh,card_not_accepted
D00803,T004992,M00112,dining,Khao San,card_not_accepted
D00804,T013523,M03692,transport,Old Quarter,card_not_accepted
D00805,T003510,M02804,retail,Han River,card_not_accepted
D00806,T001833,M02350,transport,Ubud,card_not_accepted
D00807,T005129,M03129,retail,Malioboro,card_not_accepted
D00808,T001649,M03812,dining,Han River,card_not_accepted
D00809,T010386,M02911,dining,Old Quarter,card_not_accepted
D00810,T009957,M01694,lodging,Malioboro,card_not_accepted
D00811,T004819,M00237,lodging,George Town,card_not_accepted
D00812,T013975,M02874,lodging,Ubud,card_not_accepted
D00813,T003928,M02415,transport,Malioboro,card_not_accepted
D00814,T002628,M00183,lodging,Ubud,card_not_accepted
D00815,T006895,M01912,transport,Old Quarter,card_not_accepted
D00816,T003714,M00589,lodging,Ba Dinh,card_not_accepted
D00817,T000041,M01835,retail,Ba Dinh,card_not_accepted
D00818,T014814,M01119,retail,Han River,card_not_accepted
D00819,T005946,M03489,transport,Han River,card_not_accepted
D00820,T000190,M03757,dining,Khao San,card_not_accepted
D00821,T005022,M02015,dining,George Town,card_not_accepted
D00822,T006567,M01625,lodging,Malioboro,card_not_accepted
D00823,T002666,M01140,lodging,Old Quarter,card_not_accepted
D00824,T014059,M02673,transport,Ubud,card_not_accepted
D00825,T008008,M00094,dining,Malioboro,card_not_accepted
D00826,T001317,M03469,retail,Old City,card_not_accepted
D00827,T007536,M03127,lodging,Han River,card_not_accepted
D00828,T013442,M00190,transport,Old Quarter,card_not_accepted
D00829,T003526,M00151,retail,Ubud,card_not_accepted
D00830,T004460,M03580,dining,Khao San,card_not_accepted
D00831,T009508,M02559,lodging,Old City,card_not_accepted
D00832,T002530,M04501,lodging,Ubud,card_not_accepted
D00833,T013316,M00194,retail,George Town,card_not_accepted
D00834,T010122,M02302,lodging,George Town,card_not_accepted
D00835,T014633,M00858,dining,George Town,card_not_accepted
D00836,T014774,M01333,retail,Han River,card_not_accepted
D00837,T014966,M02890,transport,George Town,card_not_accepted
D00838,T005464,M00245,dining,Old City,card_not_accepted
D00839,T013818,M03195,retail,Malioboro,card_not_accepted
D00840,T006901,M02408,lodging,Ubud,card_not_accepted
D00841,T009213,M02970,lodging,Malioboro,card_not_accepted
D00842,T012520,M00207,retail,Malioboro,card_not_accepted
D00843,T006394,M01596,retail,Han River,card_not_accepted
D00844,T003417,M00563,dining,Ubud,card_not_accepted
D00845,T010488,M03817,dining,Old Quarter,card_not_accepted
D00846,T006835,M03233,dining,Ba Dinh,card_not_accepted
D00847,T007028,M02885,transport,Ubud,card_not_accepted
D00848,T001911,M01789,dining,Ubud,card_not_accepted
D00849,T012082,M02815,retail,Ubud,card_not_accepted
D00850,T003163,M04515,retail,Old City,card_not_accepted
D00851,T001820,M04746,retail,George Town,card_not_accepted
D00852,T004564,M00333,transport,Ubud,card_not_accepted
D00853,T006025,M04669,dining,Ubud,card_not_accepted
D00854,T009026,M02564,transport,Old City,card_not_accepted
D00855,T001074,M00367,lodging,Malioboro,card_not_accepted
D00856,T010135,M04614,retail,Old City,card_not_accepted
D00857,T007218,M02625,lodging,Ubud,card_not_accepted
D00858,T000092,M03469,transport,Old City,card_not_accepted
D00859,T005147,M04004,transport,Khao San,card_not_accepted
D00860,T010982,M00160,retail,Han River,card_not_accepted
D00861,T000195,M01084,lodging,Old Quarter,card_not_accepted
D00862,T005807,M01800,lodging,Ba Dinh,card_not_accepted
D00863,T002781,M03406,dining,Old City,card_not_accepted
D00864,T014970,M01600,lodging,Ba Dinh,card_not_accepted
D00865,T008679,M00369,lodging,Ubud,card_not_accepted
D00866,T003878,M03156,dining,Ubud,card_not_accepted
D00867,T009261,M03234,retail,Malioboro,card_not_accepted
D00868,T014737,M04026,transport,George Town,card_not_accepted
D00869,T012286,M00628,retail,Han River,card_not_accepted
D00870,T001340,M00806,retail,Ba Dinh,card_not_accepted
D00871,T008875,M01366,transport,Khao San,card_not_accepted
D00872,T000549,M04389,retail,Ubud,card_not_accepted
D00873,T000466,M02634,dining,Ubud,card_not_accepted
D00874,T003756,M00816,transport,Han River,card_not_accepted
D00875,T006107,M04236,retail,Khao San,card_not_accepted
D00876,T011129,M01544,transport,Old City,card_not_accepted
D00877,T003736,M00149,retail,Old City,card_not_accepted
D00878,T002071,M02614,retail,Ba Dinh,card_not_accepted
D00879,T013507,M00509,dining,Han River,card_not_accepted
D00880,T002308,M01852,transport,Han River,card_not_accepted
D00881,T002873,M03987,dining,Ubud,card_not_accepted
D00882,T013356,M01229,lodging,Ba Dinh,card_not_accepted
D00883,T002030,M04417,transport,Khao San,card_not_accepted
D00884,T002733,M03461,dining,Ubud,card_not_accepted
D00885,T002145,M01972,transport,Old Quarter,card_not_accepted
D00886,T011048,M00466,lodging,Khao San,card_not_accepted
D00887,T006983,M02266,retail,Ubud,card_not_accepted
D00888,T004930,M04017,retail,Old City,card_not_accepted
D00889,T013145,M00649,lodging,Ba Dinh,card_not_accepted
D00890,T006168,M03276,transport,Old City,card_not_accepted
D00891,T013786,M01271,retail,Old Quarter,card_not_accepted
D00892,T003862,M04946,dining,Old Quarter,card_not_accepted
D00893,T014333,M04839,transport,Old Quarter,card_not_accepted
D00894,T008952,M02528,retail,Khao San,card_not_accepted
D00895,T014903,M04233,transport,Malioboro,card_not_accepted
D00896,T010836,M00352,dining,Malioboro,card_not_accepted
D00897,T000865,M02928,dining,Old City,card_not_accepted
D00898,T014874,M04779,retail,Malioboro,card_not_accepted
D00899,T012673,M03327,retail,Old City,card_not_accepted
D00900,T010632,M03590,lodging,Ubud,card_not_accepted
D00901,T003514,M02804,dining,Khao San,card_not_accepted
D00902,T001060,M01660,dining,Malioboro,card_not_accepted
D00903,T000052,M04218,dining,Khao San,card_not_accepted
D00904,T001178,M03370,lodging,Ba Dinh,card_not_accepted
D00905,T003738,M03651,lodging,Old Quarter,card_not_accepted
D00906,T003878,M03156,retail,Ubud,card_not_accepted
D00907,T011375,M04299,retail,Khao San,card_not_accepted
D00908,T011337,M02236,dining,Khao San,card_not_accepted
D00909,T011090,M04817,lodging,Khao San,card_not_accepted
D00910,T003710,M03539,dining,Old City,card_not_accepted
D00911,T012478,M03910,retail,Ubud,card_not_accepted
D00912,T011577,M03387,transport,Ubud,card_not_accepted
D00913,T006625,M00338,lodging,Ubud,card_not_accepted
D00914,T013373,M04698,retail,George Town,card_not_accepted
D00915,T007570,M03706,transport,Han River,card_not_accepted
D00916,T006506,M01517,lodging,Ba Dinh,card_not_accepted
D00917,T009242,M01775,retail,Old City,card_not_accepted
D00918,T003020,M01149,transport,Ubud,card_not_accepted
D00919,T009695,M03371,retail,Ba Dinh,card_not_accepted
D00920,T000326,M01011,retail,Ubud,card_not_accepted
D00921,T001093,M00497,transport,Ba Dinh,card_not_accepted
D00922,T011033,M04301,transport,Malioboro,card_not_accepted
D00923,T003935,M00854,lodging,Ubud,card_not_accepted
D00924,T011902,M02593,transport,Ba Dinh,card_not_accepted
D00925,T007143,M04960,lodging,Malioboro,card_not_accepted
D00926,T014147,M00835,retail,Han River,card_not_accepted
D00927,T000612,M04660,transport,Han River,card_not_accepted
D00928,T013371,M02925,retail,Ba Dinh,card_not_accepted
D00929,T003503,M00534,dining,Khao San,card_not_accepted
D00930,T012719,M01751,dining,Han River,card_not_accepted
D00931,T001074,M00367,dining,Malioboro,card_not_accepted
D00932,T007158,M01755,retail,Malioboro,card_not_accepted
D00933,T001635,M03833,transport,Han River,card_not_accepted
D00934,T012137,M04551,transport,Khao San,card_not_accepted
D00935,T005332,M03802,transport,Old Quarter,card_not_accepted
D00936,T006396,M01050,retail,Khao San,card_not_accepted
D00937,T004968,M00112,retail,Khao San,card_not_accepted
D00938,T012964,M04483,lodging,Han River,card_not_accepted
D00939,T014505,M02677,retail,Ba Dinh,card_not_accepted
D00940,T002213,M01069,retail,Ubud,card_not_accepted
D00941,T013155,M02283,dining,Malioboro,card_not_accepted
D00942,T007687,M00194,dining,Khao San,card_not_accepted
D00943,T010823,M00958,retail,Old City,card_not_accepted
D00944,T005190,M02273,dining,Malioboro,card_not_accepted
D00945,T010306,M03485,lodging,Old City,card_not_accepted
D00946,T001825,M03760,dining,Khao San,card_not_accepted
D00947,T012037,M00777,retail,George Town,card_not_accepted
D00948,T007687,M00194,retail,Khao San,card_not_accepted
D00949,T004066,M00873,dining,Old Quarter,card_not_accepted
D00950,T013145,M00649,dining,Ba Dinh,card_not_accepted
D00951,T008284,M04439,retail,Han River,card_not_accepted
D00952,T008849,M00784,dining,Old Quarter,card_not_accepted
D00953,T005306,M01508,retail,Han River,card_not_accepted
D00954,T012235,M02072,transport,Old Quarter,card_not_accepted
D00955,T002535,M04297,retail,Malioboro,card_not_accepted
D00956,T002157,M04894,lodging,Ubud,card_not_accepted
D00957,T008110,M02828,retail,Han River,card_not_accepted
D00958,T013510,M02030,lodging,Malioboro,card_not_accepted
D00959,T004758,M04604,dining,Old City,card_not_accepted
D00960,T010982,M00160,dining,Han River,card_not_accepted
D00961,T010687,M01408,lodging,Old Quarter,card_not_accepted
D00962,T009723,M00208,dining,Ubud,card_not_accepted
D00963,T004992,M00112,lodging,Khao San,card_not_accepted
D00964,T007797,M03008,retail,Malioboro,card_not_accepted
D00965,T002942,M04668,lodging,Old Quarter,card_not_accepted
D00966,T005459,M04046,transport,Old City,card_not_accepted
D00967,T000742,M01550,retail,Old City,card_not_accepted
D00968,T006622,M02263,dining,Malioboro,card_not_accepted
D00969,T006669,M02054,lodging,Malioboro,card_not_accepted
D00970,T004348,M04973,transport,Old Quarter,card_not_accepted
D00971,T000623,M04027,retail,Old Quarter,card_not_accepted
D00972,T002326,M03806,dining,George Town,card_not_accepted
D00973,T010031,M01087,lodging,George Town,card_not_accepted
D00974,T014629,M01796,retail,Ubud,card_not_accepted
D00975,T001331,M03519,dining,George Town,card_not_accepted
D00976,T014529,M04812,transport,Khao San,card_not_accepted
