member_id,segment,home_market,pattern,is_targeted,recommended_intervention,top_category,top_subcategory,top_merchant,recommended_voucher,predicted_uplift,te_points,te_credit,expected_spend,leakage_estimate,total_spend,category_hhi,merchant_diversity,threshold_score,mean_cash
M00461,platinum,Australia,Immediate Value Seeker,True,Cashback / statement credit,lodging,Hotel,Hotel 1888,Cashback at Hotel 1888,0.11866000999941623,0.11866000999941623,0.11873432351038275,1632.1499999999999,119.19292508978222,1632.1499999999999,0.2624544534007315,1.0,0.25,0.0896
M00462,platinum,Singapore,Immediate Value Seeker,True,Cashback / statement credit,retail,Premium Retail,Place du Tertre,Cashback at Place du Tertre,0.2366028491276026,0.198560868623694,0.2132976207294766,1258.28,2348.342763402539,2094.09,0.3236548921958378,1.0,0.1111111111111111,0.27103333333333335
M00464,gold,Japan,Points Optimiser,True,2x / 3x points,dining,Fine Dining,Jonathan's,3x points on dining,0.17491209299279772,0.13707470785085743,0.11818400052952892,4347.1,1217.1186653682469,7250.3,0.3404283034566738,0.85,0.2,0.32121999999999995
M00465,core,Singapore,Immediate Value Seeker,True,Cashback / statement credit,retail,Premium Retail,Paragon,Cashback at Paragon,0.1563519453466226,0.12587343247924243,0.15357929597706255,3308.65,0.0,3308.65,0.3220658781398374,1.0,0.25,0.0896
M00466,gold,Singapore,Points Optimiser,True,2x / 3x points,retail,Premium Retail,"Web Marketing Team srl - SEO, SEM, SOCIAL e WEB 2.0",3x points on retail,0.15382303699700806,0.15382303699700806,0.1315806877461579,287.51,420.7526736908335,287.51,0.30508178448975126,1.0,0.2,0.26395
M00467,gold,United States,Low Responsiveness,False,No incentive,lodging,Hotel,Hotel Seiyo Ginza,—,0.11026469540916341,0.11026469540916341,0.10614562072850381,1545.8,21.559820257548665,2338.13,0.2662208693316321,1.0,0.375,0.29475
M00468,gold,Australia,Category Loyalist,True,Category-specific reward,dining,Fine Dining,Ichiran Dotonbori,Fine Dining reward (dining),0.11695859836290053,0.11695859836290053,0.09206248691898918,6181.81,867.9623994712748,6618.08,0.5487701780687533,1.0,0.25,0.23536666666666664
M00469,core,Australia,Threshold Chaser,True,"Spend X, get Y back",lodging,Upscale Hotel,LOOKHOME Myeongdong,Spend & get-back at LOOKHOME Myeongdong,0.11912115622739067,0.11912115622739067,0.14887837131180845,1813.06,69.57760876435756,1813.06,0.40777221221421034,1.0,0.5,0.04
M00470,platinum,Singapore,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),dining,Fine Dining,Kukuru Takoyaki,—,0.1203084032342063,0.1203084032342063,0.10986865689379063,2071.8,1216.9530439763546,2090.5,0.3223426961331946,1.0,0.16666666666666666,0.457825
M00474,gold,Singapore,Points Optimiser,True,2x / 3x points,dining,Fine Dining,Kukuru Takoyaki,3x points on dining,0.12716470247594572,0.12716470247594572,0.10472070433603084,1380.75,444.21550643260446,1518.95,0.2660933863492332,1.0,0.3076923076923077,0.330675
M00475,gold,Japan,Points Optimiser,True,2x / 3x points,dining,Fine Dining,La Maison Rose,3x points on dining,0.23359502300127702,0.21075872805295676,0.14199393218111062,4651.79,5133.306791631552,4659.46,0.3627059601296341,0.8571428571428571,0.07142857142857142,0.230125
M00476,core,Singapore,Low Responsiveness,False,No incentive,lodging,Budget & Hostel,Popcorn Hostel,—,0.1148717088584912,0.1148717088584912,0.1557481661076089,1630.81,1101.5550671043088,1630.81,0.4968089123150338,1.0,0.375,0.27103333333333335
M00477,core,United States,Category Loyalist,True,Category-specific reward,dining,Fine Dining,Jungsik Seoul,Fine Dining reward (dining),0.1851502069437082,0.1851502069437082,0.15863057002080289,637.54,197.05609748292542,661.41,0.6227420265536167,1.0,0.25,0.24855
M00479,core,Japan,Points Optimiser,True,2x / 3x points,lodging,Budget & Hostel,Causeway Inn on the Mall,3x points on lodging,0.16182140451348426,0.16561012580222909,0.1335891426265169,12460.68,1157.186258829186,13203.82,0.3737800477639757,1.0,0.0,0.35355
M00480,centurion,Singapore,Already Loyal,False,No incentive,dining,Fine Dining,Zuboraya,—,0.13280777908905636,0.11183835484101876,0.10355345774295902,16080.66,5331.856679612484,20300.920000000002,0.3725863853114094,1.0,0.2692307692307692,0.4115428571428571
M00481,core,Singapore,Points Optimiser,True,2x / 3x points,lodging,Upscale Hotel,Mandarin Oriental Kuala Lumpur,3x points on lodging,0.17580092129706965,0.17580092129706965,0.14932334276163717,272.53999999999996,856.9807683812961,1407.61,0.3343648073554642,0.9166666666666666,0.08333333333333333,0.39444999999999997
M00483,core,Australia,Merchant Explorer,True,Merchant-specific voucher,dining,Fine Dining,Ichiran Shibuya,Ichiran Shibuya voucher,0.1823820914852243,0.12301560697298286,0.16456022824989833,7305.56,629.0003502046278,7602.96,0.36530716131445495,1.0,0.1935483870967742,0.2858555555555556
M00485,platinum,Japan,Points Optimiser,True,2x / 3x points,transport,Premium Transport,Vélib',3x points on transport,0.17983723041374258,0.1520937778369736,0.11793965018019845,13109.470000000001,5264.2293128425945,13109.470000000001,0.35593233041978034,1.0,0.21052631578947367,0.06764
M00486,core,Singapore,Immediate Value Seeker,True,Cashback / statement credit,retail,Premium Retail,YP Books,Cashback at YP Books,0.15391966426686376,0.12379238527136227,0.15836216033085004,3524.01,200.89071500287508,3790.58,0.36162517590562165,1.0,0.0,0.42025
M00487,core,Japan,Threshold Chaser,True,"Spend X, get Y back",retail,Premium Retail,Times Square,Spend & get-back at Times Square,0.3593665044141031,0.3593665044141031,0.1259330551192563,46.01,7.760296383508354,299.62,0.34461002136872204,1.0,0.5,0.4571
M00488,core,Australia,Immediate Value Seeker,True,Cashback / statement credit,retail,Premium Retail,Campo de' Fiori market,Cashback at Campo de' Fiori market,0.1439098030688173,0.1101402293183674,0.1500200270986758,3195.09,760.5515949706547,3301.87,0.30915991530981984,1.0,0.18181818181818182,0.3203
M00490,gold,Singapore,Already Loyal,False,No incentive,dining,Fine Dining,Zuboraya,—,0.145290175109186,0.1114586818723112,0.10730739591387373,8863.23,715.3940571903368,8863.23,0.3188855526634644,1.0,0.25,0.0783
M00491,core,Hong Kong,Points Optimiser,True,2x / 3x points,dining,Fine Dining,Thongsmith,3x points on dining,0.28801293206057044,0.28801293206057044,0.1967544155856538,53.9,173.00190880634847,379.62,0.3611593619967645,1.0,0.0,0.38655
M00492,core,Hong Kong,Immediate Value Seeker,True,Cashback / statement credit,lodging,Upscale Hotel,The Westin Melbourne,Cashback at The Westin Melbourne,0.15005426530654292,0.10545235370604462,0.15812571094807273,4437.48,83.54758327307127,4437.48,0.4005690222475209,1.0,0.25,0.04
M00493,core,Singapore,Low Responsiveness,False,No incentive,retail,Premium Retail,Ladies' Market,—,0.11525499299738654,0.11525499299738654,0.17053430941694508,1096.44,170.86601463758055,1096.44,0.2904206058765575,1.0,0.75,0.14
M00494,gold,Singapore,Low Responsiveness,False,No incentive,transport,Ride-hail & Taxi,Grab,—,0.10458367480010893,0.10458367480010893,0.11464832415502235,1728.48,261.96540223680296,2664.27,0.2640114667761679,0.8888888888888888,0.2222222222222222,0.36486
M00495,core,Hong Kong,Immediate Value Seeker,True,Cashback / statement credit,retail,Premium Retail,Nishiki Market stalls,Cashback at Nishiki Market stalls,0.15871727583911854,0.1126094532479391,0.18477017933535894,1784.21,954.4334888727395,2035.29,0.27862482989475984,1.0,0.18181818181818182,0.24482500000000001
M00496,gold,United States,Points Optimiser,True,2x / 3x points,lodging,Hotel,Terrass'' Hotel,3x points on lodging,0.16220194127436782,0.14824828981237362,0.09779855909220167,6474.200000000001,6908.096212341549,6474.2,0.3251813100855729,0.8571428571428571,0.14285714285714285,0.04
M00497,platinum,United States,Points Optimiser,True,2x / 3x points,dining,Fine Dining,Ichiran Dotonbori,3x points on dining,0.17929052687679822,0.14234436244366216,0.12918102501429635,3567.85,1125.640001943299,3567.85,0.3164982893806102,1.0,0.0,0.2163
M00498,core,Singapore,Merchant Explorer,True,Merchant-specific voucher,lodging,Hotel,Hotel 1888,Hotel 1888 voucher,0.16143974087093796,0.1144131354777912,0.1597763673807633,3247.48,1268.437559332592,3497.19,0.3099402166238405,1.0,0.19230769230769232,0.22237777777777776
M00499,core,Australia,Immediate Value Seeker,True,Cashback / statement credit,dining,Fine Dining,Breizh Café,Cashback at Breizh Café,0.1686502603423602,0.1203213658492001,0.16511319280559497,3355.75,1058.1214826979024,3355.75,0.32050733230112943,1.0,0.25,0.0783
M00500,core,Singapore,Category Loyalist,True,Category-specific reward,dining,Fine Dining,Ginza Kagari,Fine Dining reward (dining),0.13326077273267453,0.13326077273267453,0.16755336772402715,2651.66,1442.2165918049236,2658.31,0.5110972648883856,1.0,0.14285714285714285,0.18104
M00501,platinum,Singapore,Points Optimiser,True,2x / 3x points,transport,Premium Transport,Changi Airport,3x points on transport,0.1327688171876924,0.1327688171876924,0.10903927297060483,4646.42,433.74518292784217,4738.44,0.377738182813222,1.0,0.21428571428571427,0.175825
M00503,platinum,Singapore,Merchant Explorer,True,Merchant-specific voucher,dining,Fine Dining,Maxwell Food Centre,Maxwell Food Centre voucher,0.16043243271539567,0.14491605393341167,0.09588110284985897,6450.29,2404.3576470653043,6642.16,0.2904888805399588,0.9565217391304348,0.34782608695652173,0.37658571428571425
M00504,core,Singapore,Merchant Explorer,True,Merchant-specific voucher,dining,Fast Food,Pizza Lucio,Pizza Lucio voucher,0.17595629222506098,0.1291370029495122,0.16470653543997973,4824.51,2486.593381440369,5074.03,0.30901773113318304,1.0,0.08333333333333333,0.337625
M00505,core,Singapore,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),lodging,Hotel,Cerulean Tower Tokyu Hotel,—,0.11818261224560435,0.11818261224560435,0.1595890493243646,690.0,93.49828940005851,1227.23,0.33503401879061423,1.0,0.0625,0.37742
M00506,gold,Singapore,Points Optimiser,True,2x / 3x points,dining,Fine Dining,Le Consulat,3x points on dining,0.13844066640373853,0.13844066640373853,0.1212914214988252,1916.8700000000001,3606.0102791165145,1966.71,0.3574994972487641,0.8461538461538461,0.15384615384615385,0.3025
M00507,core,Singapore,Merchant Explorer,True,Merchant-specific voucher,dining,Fine Dining,Mak's Noodle,Mak's Noodle voucher,0.15442835107078592,0.11792810404265723,0.13929680110696027,8350.49,2709.756098397083,8858.42,0.31383388415609936,1.0,0.37142857142857144,0.28449
M00508,core,Japan,Immediate Value Seeker,True,Cashback / statement credit,retail,Premium Retail,Nishiki Market stalls,Cashback at Nishiki Market stalls,0.11976058633528767,0.11976058633528767,0.17417999408125678,1184.78,865.7920831902034,1184.78,0.3054443398282187,1.0,0.3333333333333333,0.15753333333333333
M00509,platinum,Singapore,Category Loyalist,True,Category-specific reward,lodging,Budget & Hostel,Hilton Da Nang,Budget & Hostel reward (lodging),0.1426306222453602,0.1426306222453602,0.1432867842865089,69.77,346.5987450231056,69.77,1.0,1.0,0.0,0.316
M00510,core,Singapore,Category Loyalist,True,Category-specific reward,dining,Fine Dining,Maxwell Food Centre,Fine Dining reward (dining),0.16508886756912053,0.11663167650362763,0.16938510342755328,4950.78,243.86007013689988,4950.780000000001,0.503273210010443,1.0,0.25,0.1031
M00511,core,United States,Immediate Value Seeker,True,Cashback / statement credit,transport,Premium Transport,RATP,Cashback at RATP,0.13929701063688216,0.13929701063688216,0.16039955026035915,387.15,39.95359119283521,387.15000000000003,0.31002756594471215,1.0,0.25,0.04
M00512,core,Singapore,Category Loyalist,True,Category-specific reward,lodging,Hotel,Khaosan Palace Hotel,Hotel reward (lodging),0.3301687738013822,0.3301687738013822,0.20152738042381224,43.43,175.57746957476775,43.43,0.500830494725037,1.0,0.0,0.4571
M00513,core,Japan,Merchant Explorer,True,Merchant-specific voucher,dining,Fine Dining,Roscioli,Roscioli voucher,0.16747385619560354,0.1452008520457687,0.1506689145078171,4754.33,3460.672509159717,7570.9,0.3879053200216051,0.9523809523809523,0.19047619047619047,0.38815
M00514,gold,Hong Kong,Threshold Chaser,True,"Spend X, get Y back",dining,Fine Dining,Ginza Kagari,Spend & get-back at Ginza Kagari,0.12555564749963338,0.12555564749963338,0.11108374649302492,2366.57,1024.304195900893,3312.31,0.33244410069900104,1.0,0.45454545454545453,0.34886666666666666
M00515,core,Hong Kong,Merchant Explorer,True,Merchant-specific voucher,transport,Rail & Metro,Toei Subway,Toei Subway voucher,0.1695895165822204,0.1242796020256758,0.16553891807966364,2958.25,1054.2811398048952,3055.32,0.2918938532628135,1.0,0.2,0.18118333333333334
M00517,gold,United States,Already Loyal,False,No incentive,retail,Premium Retail,Merci,—,0.14379627046442955,0.13156807310358024,0.09367966573080112,8375.59,901.8922025191531,8860.369999999999,0.3252742700414506,1.0,0.2916666666666667,0.30347142857142856
M00518,gold,Australia,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),dining,Fine Dining,Din Tai Fung Suria KLCC,—,0.1215969705737058,0.1215969705737058,0.1465782241084478,57.42,6.447377704713631,2341.47,0.3491278950257347,1.0,0.75,0.4729
M00519,platinum,Singapore,Category Loyalist,True,Category-specific reward,dining,Fine Dining,Roscioli,Fine Dining reward (dining),0.20095003575855375,0.20095003575855375,0.18813068290572474,792.46,504.80602271232254,828.4100000000001,0.5766173887202317,1.0,0.0,0.43565
M00520,core,Singapore,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),retail,Premium Retail,Salvatore Ferragamo,—,0.1502621378833836,0.1502621378833836,0.17798955406767145,723.6999999999999,1279.364681936879,763.52,0.3467418465272943,1.0,0.14285714285714285,0.454275
M00521,gold,Singapore,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),dining,Fast Food,KFC,—,0.13147418227631114,0.13147418227631114,0.12350460811784948,2186.67,262.2646499017784,2194.92,0.30590406972805295,1.0,0.16666666666666666,0.42025
M00522,gold,Singapore,Category Loyalist,True,Category-specific reward,lodging,Upscale Hotel,Swissotel Nankai Osaka,Upscale Hotel reward (lodging),0.18979610696910398,0.1617813958437912,0.13376636123246322,12956.73,6275.5446083107745,12967.130000000001,0.523037287282676,1.0,0.14285714285714285,0.2001
M00523,core,Hong Kong,Category Loyalist,True,Category-specific reward,retail,Premium Retail,Via dei Calzaiuoli shops,Premium Retail reward (retail),0.13922692695153394,0.13922692695153394,0.13942689022774596,6776.8099999999995,4644.04806805742,6776.8099999999995,0.6771418269672443,1.0,0.25,0.055400000000000005
M00524,core,Australia,Category Loyalist,True,Category-specific reward,dining,Cafe & Coffee,Starbucks,Cafe & Coffee reward (dining),0.13710851559553736,0.13710851559553736,0.17065170409937336,3276.92,1234.4094396479354,5056.02,0.6236497528873028,0.8888888888888888,0.16666666666666666,0.33887999999999996
M00526,core,Australia,Immediate Value Seeker,True,Cashback / statement credit,transport,Rail & Metro,JR Yamanote Line,Cashback at JR Yamanote Line,0.1953062561138553,0.12726527660522566,0.17411152513959807,2276.11,37.39003497834986,2391.29,0.308028730720754,1.0,0.1111111111111111,0.21734
M00528,core,Singapore,Category Loyalist,True,Category-specific reward,dining,Fine Dining,Gion Karyo,Fine Dining reward (dining),0.25106145362323656,0.25106145362323656,0.24045312319514556,961.52,1228.1516527210692,1915.24,0.6267815185938941,1.0,0.4,0.35413333333333336
M00529,core,Singapore,Immediate Value Seeker,True,Cashback / statement credit,lodging,Upscale Hotel,Villa Medici,Cashback at Villa Medici,0.1419664998942581,0.12447979717357043,0.1353354385348322,6652.24,2821.272030878256,6652.24,0.4095495214947131,0.9230769230769231,0.23076923076923078,0.10515
M00530,core,Hong Kong,Threshold Chaser,True,"Spend X, get Y back",dining,Fine Dining,Roscioli,Spend & get-back at Roscioli,0.121497294407564,0.121497294407564,0.15385986378983657,1421.17,757.2914330872127,1421.17,0.48543217435179553,1.0,0.5,0.0708
M00531,core,Singapore,Low Responsiveness,False,No incentive,dining,Fast Food,Gusto,—,0.11358448285525136,0.11358448285525136,0.16526539539923507,1420.51,1.8524146755905804,1447.42,0.3138868059576886,1.0,0.0,0.1031
M00532,gold,United States,Points Optimiser,True,2x / 3x points,retail,Premium Retail,Place du Tertre,3x points on retail,0.18486786128940952,0.14343479525231914,0.13365746227725822,1779.8600000000001,1708.6035721227458,1779.8600000000001,0.35378885015422784,1.0,0.3333333333333333,0.0648
M00533,core,Singapore,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),dining,Fine Dining,Crocodile Senior Thai,—,0.12214446368206172,0.12214446368206172,0.16290389839442287,2504.27,1053.68260947141,3863.32,0.4235587803834303,1.0,0.21052631578947367,0.3746
M00534,core,Singapore,Threshold Chaser,True,"Spend X, get Y back",retail,Premium Retail,Sneaker Street,Spend & get-back at Sneaker Street,0.15377230438734232,0.11851867645354974,0.15615000348319064,2886.79,499.88190582821403,2896.34,0.3670297219207599,0.7,0.4,0.24570000000000003
M00535,gold,Singapore,Low Responsiveness,False,No incentive,dining,Fine Dining,Merry! Merry! Julie!,—,0.11019138221584525,0.1049863948776126,0.07239645299798414,42585.97,6015.832688497037,42810.06,0.3346939492449616,0.9772727272727273,0.1590909090909091,0.18875833333333333
M00536,gold,Hong Kong,Low Responsiveness,False,No incentive,dining,Fine Dining,L'As du Fallafel,—,0.11297115573917922,0.11297115573917922,0.09638706732651912,1543.92,170.41541681890308,2489.15,0.2703986727825111,0.9,0.3,0.224
M00537,core,United States,Immediate Value Seeker,True,Cashback / statement credit,retail,Premium Retail,IFC Mall,Cashback at IFC Mall,0.14290821186014624,0.11909517210999755,0.1525785352240742,4045.31,1271.5150437680813,4046.2300000000005,0.3989608911838336,1.0,0.0,0.35236666666666666
M00538,gold,United States,Points Optimiser,True,2x / 3x points,lodging,Hotel,Hotel Stellar,3x points on lodging,0.17064697449214447,0.13691183131199403,0.11784645199819488,24216.02,850.5834500893945,24216.02,0.31782626026393873,0.95,0.15,0.07532
M00539,gold,Hong Kong,Immediate Value Seeker,True,Cashback / statement credit,lodging,Hotel,Langham Place Hotel Mongkok,Cashback at Langham Place Hotel Mongkok,0.15226886342454485,0.11575802473117709,0.1177737174736702,7984.87,428.5038280870901,8198.59,0.32401555562809364,0.9375,0.25,0.213425
M00541,core,Australia,Immediate Value Seeker,True,Cashback / statement credit,retail,Premium Retail,Cosentino,Cashback at Cosentino,0.16855922808186868,0.13960310711124976,0.15033621068163303,3915.95,368.2690704199938,3993.05,0.45353257062937496,1.0,0.1875,0.26261999999999996
M00543,gold,Australia,Already Loyal,False,No incentive,retail,Premium Retail,Vintage Cellars,—,0.12976310261870933,0.12115095118221815,0.08892661618216373,8345.529999999999,1058.6395033899155,8345.529999999999,0.3333406184385278,1.0,0.13333333333333333,0.14427500000000001
M00544,core,Hong Kong,Already Loyal,False,No incentive,retail,Premium Retail,IFC Mall,—,0.14803002300129656,0.14803002300129656,0.17623169927547216,7468.049999999999,2642.897705019652,7742.16,0.455535187633842,0.9803921568627451,0.23529411764705882,0.33083333333333337
M00545,core,Japan,Immediate Value Seeker,True,Cashback / statement credit,retail,Premium Retail,Kyoto Craft Center,Cashback at Kyoto Craft Center,0.1331945879838438,0.10379300619680053,0.1607890895025437,3029.63,2494.634271845515,3994.67,0.3572570569831096,1.0,0.16666666666666666,0.232425
M00546,platinum,Singapore,Immediate Value Seeker,True,Cashback / statement credit,lodging,Hotel,Hotel Nikko Osaka,Cashback at Hotel Nikko Osaka,0.19299720610295182,0.19299720610295182,0.19323702215041194,1526.25,235.46185046006903,1525.25,0.36625719318425043,1.0,0.3333333333333333,0.1166
M00547,core,United States,Category Loyalist,True,Category-specific reward,dining,Street & Local,The Frog Pond,Street & Local reward (dining),0.4,0.4,0.4,8.28,51.63522340198266,8.28,1.0,1.0,0.0,0.4571
M00548,gold,Japan,Merchant Explorer,True,Merchant-specific voucher,retail,Premium Retail,Kuromon Market,Kuromon Market voucher,0.15404380890465813,0.13017635521061063,0.10081070680316122,4749.599999999999,956.651643053489,4910.33,0.3656254671000494,0.9523809523809523,0.14285714285714285,0.18368333333333334
M00549,centurion,United States,Points Optimiser,True,2x / 3x points,dining,Fine Dining,Songdo Fish Restaurant,3x points on dining,0.16229395524744125,0.12558125706886006,0.12470299353373138,5741.120000000001,2648.9371418320097,7611.41,0.3823055598063921,1.0,0.3076923076923077,0.217225
M00550,core,Hong Kong,Threshold Chaser,True,"Spend X, get Y back",dining,Fine Dining,L'As du Fallafel,Spend & get-back at L'As du Fallafel,0.13657913050515658,0.13657913050515658,0.14890906506964546,1251.61,85.24206999940607,1971.24,0.41286477292497176,1.0,0.45454545454545453,0.3233333333333333
M00551,core,Singapore,Immediate Value Seeker,True,Cashback / statement credit,dining,Fine Dining,M Bar Thai Eatery,Cashback at M Bar Thai Eatery,0.15066970508014224,0.15066970508014224,0.16482124626670477,615.3100000000001,3.405051318462668,624.01,0.44410818023067655,1.0,0.0,0.04
M00552,gold,Japan,Category Loyalist,True,Category-specific reward,retail,Premium Retail,BOTANIST,Premium Retail reward (retail),0.1702140916956482,0.13704746859853262,0.14029456115194194,2187.63,328.76163597191027,2951.11,0.5605033635594204,1.0,0.2631578947368421,0.35536
M00556,platinum,Singapore,Already Loyal,False,No incentive,dining,Fine Dining,L'As du Fallafel,—,0.14352495449965266,0.11628554360103766,0.10650954587040393,12339.779999999999,980.9346968663561,12730.07,0.37316964022944765,1.0,0.06666666666666667,0.175825
M00559,gold,Australia,Category Loyalist,True,Category-specific reward,lodging,Budget & Hostel,Hilton Da Nang,Budget & Hostel reward (lodging),0.3001973851617915,0.3001973851617915,0.2083389888689456,18.68,110.30017330143076,18.68,1.0,1.0,0.0,0.316
M00560,core,Singapore,Threshold Chaser,True,"Spend X, get Y back",retail,Premium Retail,Westfield Sydney,Spend & get-back at Westfield Sydney,0.16486732375521682,0.12648205220554984,0.1576376947055806,2317.95,12.232689161452072,2432.89,0.3059379833230713,1.0,0.375,0.25645
M00561,gold,Hong Kong,Points Optimiser,True,2x / 3x points,dining,Fine Dining,돼지국수 pork soup,3x points on dining,0.16977741866899998,0.12949848830929436,0.1161941376933161,12049.900000000001,4136.023929954826,12049.9,0.3811824931457561,1.0,0.16666666666666666,0.05026666666666666
M00562,core,United States,Immediate Value Seeker,True,Cashback / statement credit,retail,Premium Retail,People's Park Centre,Cashback at People's Park Centre,0.14640965642487955,0.11315906204875235,0.15738743943983208,3026.79,198.22225844940087,3026.79,0.31413714442102786,1.0,0.125,0.0648
M00563,core,Hong Kong,Merchant Explorer,True,Merchant-specific voucher,dining,Fast Food,Saizeriya,Saizeriya voucher,0.16283901490314,0.11314503723841304,0.1502418979262745,4795.5,626.0651196866825,5154.09,0.27531476549650297,0.9545454545454546,0.18181818181818182,0.40135000000000004
M00565,core,Singapore,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),dining,Cafe & Coffee,Mido Cafe,—,0.13704244854357728,0.13704244854357728,0.16100211668333647,2507.3900000000003,2123.936592149709,2615.75,0.3628649002361457,1.0,0.17647058823529413,0.4018
M00566,core,Hong Kong,Immediate Value Seeker,True,Cashback / statement credit,dining,Fast Food,McDonald's,Cashback at McDonald's,0.1798585884902058,0.13697784809934532,0.17718284451543048,1788.93,233.34770987362822,1870.6100000000001,0.3961590113302591,1.0,0.1111111111111111,0.3855
M00567,core,Hong Kong,Low Responsiveness,False,No incentive,lodging,Hotel,Cerulean Tower Tokyu Hotel,—,0.11511535717429303,0.11511535717429303,0.16195632038690655,871.6500000000001,193.9451505063735,1091.35,0.28541689924520036,1.0,0.23076923076923078,0.24482500000000001
M00568,core,Singapore,Merchant Explorer,True,Merchant-specific voucher,lodging,Upscale Hotel,BreakFree Heritage on Little Bourke,BreakFree Heritage on Little Bourke voucher,0.16983361090905139,0.12513971697547457,0.15177996883000236,6256.799999999999,778.6443815875673,6536.63,0.2812474270330252,1.0,0.15384615384615385,0.24012857142857144
M00569,core,Japan,Immediate Value Seeker,True,Cashback / statement credit,retail,Premium Retail,Via dei Calzaiuoli shops,Cashback at Via dei Calzaiuoli shops,0.15135934256213843,0.1085063703781636,0.18165335108211914,1157.1200000000001,1148.8981865953126,1260.38,0.3742061919345109,1.0,0.08333333333333333,0.19456666666666667
M00570,gold,Hong Kong,Already Loyal,False,No incentive,dining,Fine Dining,Las Chicas,—,0.1510164788402986,0.12537374754830197,0.11779220503358029,8318.21,780.8344529958802,9776.39,0.41895528083419115,0.9705882352941176,0.2647058823529412,0.25488
M00572,platinum,Australia,Immediate Value Seeker,True,Cashback / statement credit,retail,Apparel,Forever 21,Cashback at Forever 21,0.16160475019234594,0.1240455831353201,0.13505155244049197,1551.53,72.8430317487302,1551.53,0.34728202908783956,1.0,0.0,0.04
M00573,gold,Singapore,Points Optimiser,True,2x / 3x points,lodging,Upscale Hotel,Majestic,3x points on lodging,0.13415881105218952,0.13415881105218952,0.11030270348207158,1380.08,1626.982185604315,1423.78,0.3016175622462792,1.0,0.07142857142857142,0.244075
M00575,core,Japan,Threshold Chaser,True,"Spend X, get Y back",dining,Fine Dining,Fine Grind,Spend & get-back at Fine Grind,0.13407912549799075,0.1255468866453222,0.1603758906432026,5861.17,2238.1487657090647,6047.59,0.3904744654783983,1.0,0.3888888888888889,0.30016
M00576,core,Singapore,Immediate Value Seeker,True,Cashback / statement credit,retail,Premium Retail,Merci,Cashback at Merci,0.1634514270879781,0.13236222572572107,0.14878852586744998,5930.34,316.8098952329876,5930.34,0.38328963965058316,1.0,0.2857142857142857,0.04
M00578,core,Singapore,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),dining,Fine Dining,Le Consulat,—,0.14006717005047586,0.14006717005047586,0.1570059886697736,2961.88,3390.045292486526,4084.29,0.5084750660396379,1.0,0.35714285714285715,0.360725
M00579,gold,United States,Points Optimiser,True,2x / 3x points,lodging,Budget & Hostel,The Inn at the Roman Forum,3x points on lodging,0.12662826441178512,0.12662826441178512,0.11847257021078557,1476.25,742.850785281299,1480.49,0.40307371338938164,1.0,0.3333333333333333,0.19340000000000002
M00580,core,Singapore,Already Loyal,False,No incentive,lodging,Hotel,Hotel Ibis Sydney World Square,—,0.13025489243348692,0.13025489243348692,0.1329628772554443,13605.859999999999,414.2678121263524,13629.11,0.4507627448262306,1.0,0.06666666666666667,0.109
M00582,core,Australia,Merchant Explorer,True,Merchant-specific voucher,dining,Fine Dining,Ondergronds Bar,Ondergronds Bar voucher,0.16377331682275018,0.11730247820514203,0.1412856826276328,10183.39,1017.3976911438137,11341.43,0.36870740136992286,0.9285714285714286,0.39285714285714285,0.2367375
M00583,core,Singapore,Immediate Value Seeker,True,Cashback / statement credit,dining,Fine Dining,Roscioli,Cashback at Roscioli,0.24720756920835435,0.20956790966204242,0.2276187342059853,1492.81,780.1043694371015,1491.81,0.489925343425168,1.0,0.3333333333333333,0.0708
M00584,core,United States,Low Responsiveness,False,No incentive,dining,Fine Dining,Ondergronds Bar,—,0.11518401166264886,0.11518401166264886,0.16003710474443225,944.4699999999999,121.44355444702529,1185.63,0.3074861633059585,1.0,0.2727272727272727,0.17903333333333335
M00585,gold,Australia,Already Loyal,False,No incentive,dining,Fine Dining,Busan Fish Restaurant,—,0.14922106382764455,0.1205673393012798,0.10280445902041073,8059.01,868.6654484112496,8804.2,0.3716212651043953,1.0,0.25,0.27165
M00586,core,Japan,Low Responsiveness,False,No incentive,lodging,Hotel,New Oriental Hotel,—,0.1143486817936132,0.10423368898054178,0.14753693326661516,2919.1600000000003,137.1820026395538,2919.16,0.6086242720941896,1.0,0.25,0.04
M00587,gold,Hong Kong,Merchant Explorer,True,Merchant-specific voucher,dining,Cafe & Coffee,Met Cafe,Met Cafe voucher,0.15266575608705052,0.12392307763528605,0.10815120375385465,8263.73,1106.668337925761,8638.64,0.4120495430273431,1.0,0.17391304347826086,0.26658333333333334
M00588,platinum,Singapore,Already Loyal,False,No incentive,dining,Fine Dining,La Maison Rose,—,0.13285567425336572,0.13285567425336572,0.1065647845515794,4741.05,5906.316433372076,7243.99,0.3145091641895046,0.96,0.16,0.3103125
